X,Y,FID,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Neighborho,Community,Ward,Snow_Em_Na,Day_ID,Tow_Distri
-93.28671265,44.95129395,3025,271118358178,2018-02-25T00:00:00.000Z,2817 GARFIELD AVE S,44.95129395,-93.28671265,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.28417969,44.95152664,3026,271118358118,2018-02-25T00:00:00.000Z,2817 GRAND AVE S,44.95152664,-93.28417969,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.28926849,45.00910187,3027,271118352291,2018-02-24T00:00:00.000Z,2818 ALDRICH AVE N,45.00910187,-93.28926849,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.21785736,44.97022247,3028,271118336850,2018-02-24T00:00:00.000Z,2818 DELAWARE ST SE,44.97022247,-93.21785736,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.27902985,44.9753952,3029,271118351820,2018-02-25T00:00:00.000Z,2819 11TH AVE S,44.9753952,-93.27902985,478.1000(c),Snow emergency parking restrictions - odd number address,Downtown West,Central,7,Yardville,3,3
-93.28934479,45.00915909,3030,271118355991,2018-02-25T00:00:00.000Z,2819 ALDRICH AVE N,45.00915909,-93.28934479,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.29185486,45.00922394,3031,271118356073,2018-02-25T00:00:00.000Z,2819 COLFAX AVE N,45.00922394,-93.29185486,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.26413727,44.95053482,3032,271118351840,2018-02-25T00:00:00.000Z,2819 COLUMBUS AVE S,44.95053482,-93.26413727,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.28671265,44.95127487,3033,271118358179,2018-02-25T00:00:00.000Z,2819 GARFIELD AVE S,44.95127487,-93.28671265,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.29683685,45.00912857,3034,271118353378,2018-02-25T00:00:00.000Z,2819 GIRARD AVE N,45.00912857,-93.29683685,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,Yardville,3,1
-93.28422546,44.9512291,3035,271118358119,2018-02-25T00:00:00.000Z,2819 GRAND AVE S,44.9512291,-93.28422546,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.28113556,44.95139313,3036,271118358096,2018-02-25T00:00:00.000Z,2819 PILLSBURY AVE,44.95139313,-93.28113556,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.29182434,45.00915146,3037,271118352597,2018-02-24T00:00:00.000Z,2820 COLFAX AVE N,45.00915146,-93.29182434,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.3262558,44.95042038,3038,271118339892,2018-02-24T00:00:00.000Z,2820 DREW AVE S,44.95042038,-93.3262558,478.1000(b),Snow emergency parking restrictions - even number address,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3
-93.28134155,44.95140457,3039,271118352198,2018-02-24T00:00:00.000Z,2820 PILLSBURY AVE,44.95140457,-93.28134155,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.28318787,44.9512291,3040,271118350724,2018-02-24T00:00:00.000Z,2820 PLEASANT AVE,44.9512291,-93.28318787,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.26413727,44.95053482,3041,271118351839,2018-02-25T00:00:00.000Z,2821 COLUMBUS AVE S,44.95053482,-93.26413727,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.29679871,45.00921249,3042,271118353379,2018-02-25T00:00:00.000Z,2821 GIRARD AVE N,45.00921249,-93.29679871,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,Yardville,3,1
-93.28411102,44.95112228,3043,271118358120,2018-02-25T00:00:00.000Z,2821 GRAND AVE S,44.95112228,-93.28411102,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.28925323,45.00927734,3044,271118352290,2018-02-24T00:00:00.000Z,2822 ALDRICH AVE N,45.00927734,-93.28925323,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.2905426,45.00923157,3045,271118352308,2018-02-24T00:00:00.000Z,2822 BRYANT AVE N,45.00923157,-93.2905426,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.2178421,44.97010803,3046,271118336851,2018-02-24T00:00:00.000Z,2822 DELAWARE ST SE,44.97010803,-93.2178421,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.28111267,44.95129776,3047,271118352199,2018-02-24T00:00:00.000Z,2822 PILLSBURY AVE,44.95129776,-93.28111267,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.27902985,44.9753952,3048,271118351821,2018-02-25T00:00:00.000Z,2823 11TH AVE S,44.9753952,-93.27902985,478.1000(c),Snow emergency parking restrictions - odd number address,Downtown West,Central,7,Yardville,3,3
-93.23143768,44.93231964,3049,271118343075,2018-02-25T00:00:00.000Z,2823 39TH ST E,44.93231964,-93.23143768,478.1000(c),Snow emergency parking restrictions - odd number address,Standish,Powderhorn,12,Yardville,3,6
-93.23130035,44.9107933,3050,271118351680,2018-02-25T00:00:00.000Z,2823 51ST ST E,44.9107933,-93.23130035,478.1000(c),Snow emergency parking restrictions - odd number address,Keewaydin,Nokomis,12,Yardville,3,6
-93.28932953,45.00924301,3051,271118355990,2018-02-25T00:00:00.000Z,2823 ALDRICH AVE N,45.00924301,-93.28932953,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.28925323,45.00931931,3052,271118352289,2018-02-24T00:00:00.000Z,2824 ALDRICH AVE N,45.00931931,-93.28925323,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.3262558,44.9503212,3053,271118339893,2018-02-24T00:00:00.000Z,2824 DREW AVE S,44.9503212,-93.3262558,478.1000(b),Snow emergency parking restrictions - even number address,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3
-93.26634216,44.95127487,3054,271118348692,2018-02-24T00:00:00.000Z,2824 OAKLAND AVE S,44.95127487,-93.26634216,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.28134155,44.95116425,3055,271118352200,2018-02-24T00:00:00.000Z,2824 PILLSBURY AVE,44.95116425,-93.28134155,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.23125458,44.93231201,3056,271118343076,2018-02-25T00:00:00.000Z,2825 39TH ST E,44.93231201,-93.23125458,478.1000(c),Snow emergency parking restrictions - odd number address,Standish,Powderhorn,12,Yardville,3,6
-93.28941345,44.95152283,3057,271118357627,2018-02-25T00:00:00.000Z,2825 ALDRICH AVE S,44.95152283,-93.28941345,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.28417969,44.95088196,3058,271118358121,2018-02-25T00:00:00.000Z,2825 GRAND AVE S,44.95088196,-93.28417969,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.29944611,45.00933456,3059,271118356792,2018-02-25T00:00:00.000Z,2825 IRVING AVE N,45.00933456,-93.29944611,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,Yardville,3,1
-93.31305695,45.02596664,3060,271118342005,2018-02-24T00:00:00.000Z,2826 39TH AVE N,45.02596664,-93.31305695,478.1000(b),Snow emergency parking restrictions - even number address,Victory,Camden,4,Yardville,2,1
-93.29814911,45.00943756,3061,271118347444,2018-02-24T00:00:00.000Z,2826 HUMBOLDT AVE N,45.00943756,-93.29814911,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,5,Yardville,2,1
-93.28134155,44.95116425,3062,271118352201,2018-02-24T00:00:00.000Z,2826 PILLSBURY AVE,44.95116425,-93.28134155,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.23082733,44.91073227,3063,271118351681,2018-02-25T00:00:00.000Z,2827 51ST ST E,44.91073227,-93.23082733,478.1000(c),Snow emergency parking restrictions - odd number address,Keewaydin,Nokomis,12,Yardville,3,6
-93.26869965,44.95076752,3064,271118351093,2018-02-25T00:00:00.000Z,2827 5TH AVE S,44.95076752,-93.26869965,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.28425598,44.95073318,3065,271118358122,2018-02-25T00:00:00.000Z,2827 GRAND AVE S,44.95073318,-93.28425598,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.30084991,44.95115662,3066,271118352794,2018-02-25T00:00:00.000Z,2827 HUMBOLDT AVE S,44.95115662,-93.30084991,478.1000(c),Snow emergency parking restrictions - odd number address,East Isles,Calhoun Isle,7,Yardville,3,3
-93.32502747,44.95064545,3067,271118339891,2018-02-24T00:00:00.000Z,2828 CHOWEN AVE S,44.95064545,-93.32502747,478.1000(b),Snow emergency parking restrictions - even number address,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3
-93.2648468,44.95066071,3068,271118346641,2018-02-24T00:00:00.000Z,2828 COLUMBUS AVE S,44.95066071,-93.2648468,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.2663269,44.9509697,3069,271118348691,2018-02-24T00:00:00.000Z,2828 OAKLAND AVE S,44.9509697,-93.2663269,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.27902985,44.9753952,3070,271118351822,2018-02-25T00:00:00.000Z,2829 11TH AVE S,44.9753952,-93.27902985,478.1000(c),Snow emergency parking restrictions - odd number address,Downtown West,Central,7,Yardville,3,3
-93.23064423,44.94292831,3071,271118353239,2018-02-25T00:00:00.000Z,2829 33RD ST E,44.94292831,-93.23064423,478.1000(c),Snow emergency parking restrictions - odd number address,Longfellow,Longfellow,9,Yardville,3,6
-93.28141785,44.9510994,3072,271118358097,2018-02-25T00:00:00.000Z,2829 PILLSBURY AVE,44.9510994,-93.28141785,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.22570038,44.95081711,3073,271118347574,2018-02-24T00:00:00.000Z,2830 32ND AVE S,44.95081711,-93.22570038,478.1000(b),Snow emergency parking restrictions - even number address,Longfellow,Longfellow,2,Yardville,2,4
-93.28134155,44.95116425,3074,271118352202,2018-02-24T00:00:00.000Z,2830 PILLSBURY AVE,44.95116425,-93.28134155,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.28292084,44.95087051,3075,271118350723,2018-02-24T00:00:00.000Z,2830 PLEASANT AVE,44.95087051,-93.28292084,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.26421356,44.95067978,3076,271118351111,2018-02-25T00:00:00.000Z,2831 COLUMBUS AVE S,44.95067978,-93.26421356,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.28427124,44.95058441,3077,271118358123,2018-02-25T00:00:00.000Z,2831 GRAND AVE S,44.95058441,-93.28427124,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.30077362,44.94948578,3078,271118352787,2018-02-25T00:00:00.000Z,2831 HUMBOLDT AVE S,44.94948578,-93.30077362,478.1000(c),Snow emergency parking restrictions - odd number address,East Isles,Calhoun Isle,7,Yardville,3,3
-93.26417542,44.95071411,3079,271118346644,2018-02-24T00:00:00.000Z,2832 COLUMBUS AVE S,44.95071411,-93.26417542,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.28681946,44.95079803,3080,271118354684,2018-02-24T00:00:00.000Z,2832 GARFIELD AVE S,44.95079803,-93.28681946,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.26816559,44.9502449,3081,271118348690,2018-02-24T00:00:00.000Z,2832 OAKLAND AVE S,44.9502449,-93.26816559,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.25765228,44.95097351,3082,271118352538,2018-02-25T00:00:00.000Z,2833 12TH AVE S,44.95097351,-93.25765228,478.1000(c),Snow emergency parking restrictions - odd number address,Midtown Phillips,Phillips,9,Yardville,3,3
-93.26409912,44.95093536,3083,271118351112,2018-02-25T00:00:00.000Z,2833 COLUMBUS AVE S,44.95093536,-93.26409912,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.28551483,44.95079803,3084,271118352004,2018-02-24T00:00:00.000Z,2834 HARRIET AVE S,44.95079803,-93.28551483,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.25761414,44.9508667,3085,271118352539,2018-02-25T00:00:00.000Z,2835 12TH AVE S,44.9508667,-93.25761414,478.1000(c),Snow emergency parking restrictions - odd number address,Midtown Phillips,Phillips,9,Yardville,3,3
-93.28575134,44.95108032,3086,271118355606,2018-02-25T00:00:00.000Z,2835 HARRIET AVE S,44.95108032,-93.28575134,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.30073547,44.94930267,3087,271118352786,2018-02-25T00:00:00.000Z,2835 HUMBOLDT AVE S,44.94930267,-93.30073547,478.1000(c),Snow emergency parking restrictions - odd number address,East Isles,Calhoun Isle,7,Yardville,3,3
-93.27545929,44.95069122,3088,271118354865,2018-02-25T00:00:00.000Z,2835 STEVENS AVE S,44.95069122,-93.27545929,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.27540588,44.95093155,3089,271118354866,2018-02-25T00:00:00.000Z,2835 STEVENS AVE S,44.95093155,-93.27540588,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.21778107,44.96968842,3090,271118336852,2018-02-24T00:00:00.000Z,2836 DELAWARE ST SE,44.96968842,-93.21778107,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.2674408,44.95014954,3091,271118348689,2018-02-24T00:00:00.000Z,2836 OAKLAND AVE S,44.95014954,-93.2674408,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.28704071,44.95070267,3092,271118358180,2018-02-25T00:00:00.000Z,2837 GARFIELD AVE S,44.95070267,-93.28704071,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.28686523,44.95077133,3093,271118358181,2018-02-25T00:00:00.000Z,2839 GARFIELD AVE S,44.95077133,-93.28686523,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.28543854,44.95087051,3094,271118355605,2018-02-25T00:00:00.000Z,2839 HARRIET AVE S,44.95087051,-93.28543854,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.25753784,44.95093918,3095,271118348405,2018-02-24T00:00:00.000Z,2840 12TH AVE S,44.95093918,-93.25753784,478.1000(b),Snow emergency parking restrictions - even number address,Midtown Phillips,Phillips,9,Yardville,2,3
-93.22570038,44.95067978,3096,271118347573,2018-02-24T00:00:00.000Z,2840 32ND AVE S,44.95067978,-93.22570038,478.1000(b),Snow emergency parking restrictions - even number address,Longfellow,Longfellow,2,Yardville,2,4
-93.26815796,44.95025253,3097,271118348688,2018-02-24T00:00:00.000Z,2840 OAKLAND AVE S,44.95025253,-93.26815796,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.28952789,44.95097351,3098,271118357626,2018-02-25T00:00:00.000Z,2841 ALDRICH AVE S,44.95097351,-93.28952789,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.26413727,44.95046234,3099,271118351110,2018-02-25T00:00:00.000Z,2841 COLUMBUS AVE S,44.95046234,-93.26413727,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.21775818,44.96941757,3100,271118336853,2018-02-24T00:00:00.000Z,2842 DELAWARE ST SE,44.96941757,-93.21775818,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.28575134,44.95086288,3101,271118355604,2018-02-25T00:00:00.000Z,2843 HARRIET AVE S,44.95086288,-93.28575134,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.26406097,44.95075607,3102,271118346643,2018-02-24T00:00:00.000Z,2846 COLUMBUS AVE S,44.95075607,-93.26406097,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.23326111,45.01996231,3103,271118338667,2018-02-25T00:00:00.000Z,2847 GARFIELD ST NE,45.01996231,-93.23326111,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,Yardville,3,2
-93.26398468,44.95097733,3104,271118346642,2018-02-24T00:00:00.000Z,2848 COLUMBUS AVE S,44.95097733,-93.26398468,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.28941345,44.95064926,3105,271118357625,2018-02-25T00:00:00.000Z,2849 ALDRICH AVE S,44.95064926,-93.28941345,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.28941345,44.95064926,3106,271118357624,2018-02-25T00:00:00.000Z,2851 ALDRICH AVE S,44.95064926,-93.28941345,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.28488922,44.95016098,3107,271118355603,2018-02-25T00:00:00.000Z,2851 HARRIET AVE S,44.95016098,-93.28488922,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.27088165,45.00388336,3108,271118350390,2018-02-25T00:00:00.000Z,29 16TH AVE NE,45.00388336,-93.27088165,478.1000(c),Snow emergency parking restrictions - odd number address,Sheridan,Northeast,3,Yardville,3,2
-93.27787781,44.89248657,3109,271118319193,2018-02-25T00:00:00.000Z,29 61ST ST E,44.89248657,-93.27787781,478.1000(c),Snow emergency parking restrictions - odd number address,Windom,Southwest,11,Yardville,3,5
-93.28488159,45.0096817,3110,271118351700,2018-02-24T00:00:00.000Z,2900 4TH ST N,45.0096817,-93.28488159,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.28139496,44.95105362,3111,271118352203,2018-02-24T00:00:00.000Z,2900 PILLSBURY AVE,44.95105362,-93.28139496,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.30939484,45.00996017,3112,271118330006,2018-02-24T00:00:00.000Z,2900 QUEEN AVE N,45.00996017,-93.30939484,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,5,Yardville,2,1
-93.31060028,45.00948715,3113,271118330069,2018-02-24T00:00:00.000Z,2900 RUSSELL AVE N,45.00948715,-93.31060028,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,4,Yardville,2,1
-93.28445435,44.9500618,3114,271118358124,2018-02-25T00:00:00.000Z,2901 GRAND AVE S,44.9500618,-93.28445435,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.26586151,44.94975281,3115,271118351805,2018-02-25T00:00:00.000Z,2901 OAKLAND AVE S,44.94975281,-93.26586151,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.27246857,44.95007706,3116,271118346158,2018-02-24T00:00:00.000Z,2902 3RD AVE S,44.95007706,-93.27246857,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.28489685,45.00975037,3117,271118351699,2018-02-24T00:00:00.000Z,2902 4TH ST N,45.00975037,-93.28489685,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.29058075,45.00977707,3118,271118356018,2018-02-25T00:00:00.000Z,2903 BRYANT AVE N,45.00977707,-93.29058075,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.2590332,44.94995117,3119,271118351184,2018-02-24T00:00:00.000Z,2904 11TH AVE S,44.94995117,-93.2590332,478.1000(b),Snow emergency parking restrictions - even number address,Midtown Phillips,Phillips,9,Yardville,2,3
-93.25769806,44.94991684,3120,271118348404,2018-02-24T00:00:00.000Z,2904 12TH AVE S,44.94991684,-93.25769806,478.1000(b),Snow emergency parking restrictions - even number address,Midtown Phillips,Phillips,9,Yardville,2,3
-93.27310181,44.94918442,3121,271118346159,2018-02-24T00:00:00.000Z,2904 3RD AVE S,44.94918442,-93.27310181,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.31681061,45.04582977,3122,271118341228,2018-02-24T00:00:00.000Z,2904 50TH AVE N,45.04582977,-93.31681061,478.1000(b),Snow emergency parking restrictions - even number address,Shingle Creek,Camden,4,Yardville,2,1
-93.28113556,44.95114517,3123,271118352204,2018-02-24T00:00:00.000Z,2904 PILLSBURY AVE,44.95114517,-93.28113556,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.22187805,44.95005417,3124,271118350989,2018-02-25T00:00:00.000Z,2905 35TH AVE S,44.95005417,-93.22187805,478.1000(c),Snow emergency parking restrictions - odd number address,Longfellow,Longfellow,2,Yardville,3,4
