X,Y,FID,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Neighborho,Community,Ward,Snow_Em_Na,Day_ID,Tow_Distri
-93.30490112,44.91355133,3011,271118354802,2018-02-26T00:00:00.000Z,4916 MORGAN AVE S,44.91355133,-93.30490112,478.1000(b),Snow emergency parking restrictions - even number address,Lynnhurst,Southwest,13,Xerxes,2,5
-93.27158356,44.91347122,3012,271118343271,2018-02-26T00:00:00.000Z,4920 CLINTON AVE S,44.91347122,-93.27158356,478.1000(b),Snow emergency parking restrictions - even number address,Field,Nokomis,8,Xerxes,2,5
-93.29668427,45.04468155,3013,271118359178,2018-02-26T00:00:00.000Z,4920 FREMONT AVE N,45.04468155,-93.29668427,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.31290436,45.04510498,3014,271118359387,2018-02-27T00:00:00.000Z,4931 SHERIDAN AVE N,45.04510498,-93.31290436,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,Xerxes,3,1
-93.25641632,44.98757172,3015,271118353141,2018-02-25T00:00:00.000Z,5 UNIVERSITY AVE SE,44.98757172,-93.25641632,478.1000(a),Snow emergency parking restrictions - snow emergency route,Nicollet Island - East Bank,University,3,Xerxes,1,4
-93.21594,44.969377,3016,271118360415,2018-02-26T00:00:00.000Z,50 ARTHUR AVE SE,44.969377,-93.21594,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Xerxes,2,4
-93.26876831,44.96807861,3017,271118357489,2018-02-25T00:00:00.000Z,500 15TH ST W,44.96807861,-93.26876831,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.2722702,44.98770905,3018,271118343283,2018-02-25T00:00:00.000Z,500 1ST ST N,44.98770905,-93.2722702,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.28864288,44.98299789,3019,271118335835,2018-02-26T00:00:00.000Z,500 LYNDALE PL,44.98299789,-93.28864288,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.29021454,45.04614258,3020,271118359149,2018-02-26T00:00:00.000Z,5008 ALDRICH AVE N,45.04614258,-93.29021454,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29019165,45.04629135,3021,271118359148,2018-02-26T00:00:00.000Z,5012 ALDRICH AVE N,45.04629135,-93.29019165,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.27237701,44.98775864,3022,271118343284,2018-02-25T00:00:00.000Z,502 1ST ST N,44.98775864,-93.27237701,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.28614807,44.94290924,3023,271118342194,2018-02-26T00:00:00.000Z,502 33RD ST W,44.94290924,-93.28614807,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.26873016,44.9359436,3024,271118352758,2018-02-26T00:00:00.000Z,502 37TH ST E,44.9359436,-93.26873016,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,8,Xerxes,2,5
-93.2685318,44.93239212,3025,271118352765,2018-02-26T00:00:00.000Z,502 39TH ST E,44.93239212,-93.2685318,478.1000(b),Snow emergency parking restrictions - even number address,Bryant,Powderhorn,8,Xerxes,2,5
-93.24480438,44.98526382,3026,271118358539,2018-02-26T00:00:00.000Z,502 7TH AVE SE,44.98526382,-93.24480438,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.243052,44.985141,3027,271118356194,2018-02-26T00:00:00.000Z,502 8TH AVE SE,44.985141,-93.243052,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29792786,45.0463562,3028,271118359182,2018-02-26T00:00:00.000Z,5020 GIRARD AVE N,45.0463562,-93.29792786,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.31125641,44.9118309,3029,271118354801,2018-02-26T00:00:00.000Z,5020 SHERIDAN AVE S,44.9118309,-93.31125641,478.1000(b),Snow emergency parking restrictions - even number address,Fulton,Southwest,13,Xerxes,2,5
-93.28874207,44.98314285,3030,271118340747,2018-02-27T00:00:00.000Z,503 LYNDALE PL,44.98314285,-93.28874207,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,Xerxes,3,3
-93.22153473,44.91148376,3031,271118355415,2018-02-26T00:00:00.000Z,5032 35TH AVE S,44.91148376,-93.22153473,478.1000(b),Snow emergency parking restrictions - even number address,Minnehaha,Nokomis,12,Xerxes,2,6
-93.29665375,45.04693985,3032,271118359177,2018-02-26T00:00:00.000Z,5034 FREMONT AVE N,45.04693985,-93.29665375,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.28768921,45.04711151,3033,271118359137,2018-02-26T00:00:00.000Z,5036 6TH ST N,45.04711151,-93.28768921,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.28765106,45.04584503,3034,271118359138,2018-02-26T00:00:00.000Z,5036 6TH ST N,45.04584503,-93.28765106,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29658508,45.04703522,3035,271118359176,2018-02-26T00:00:00.000Z,5036 FREMONT AVE N,45.04703522,-93.29658508,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.28764343,45.04721069,3036,271118359136,2018-02-26T00:00:00.000Z,5038 6TH ST N,45.04721069,-93.28764343,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.23765564,44.98276901,3037,271118356211,2018-02-26T00:00:00.000Z,504 12TH AVE SE,44.98276901,-93.23765564,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.27251434,44.98780823,3038,271118343285,2018-02-25T00:00:00.000Z,504 1ST ST N,44.98780823,-93.27251434,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.26885986,44.94496536,3039,271118352425,2018-02-26T00:00:00.000Z,504 32ND ST E,44.94496536,-93.26885986,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,9,Xerxes,2,5
-93.29792023,45.04698563,3040,271118359183,2018-02-26T00:00:00.000Z,5040 GIRARD AVE N,45.04698563,-93.29792023,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.2979126,45.04705048,3041,271118359184,2018-02-26T00:00:00.000Z,5042 GIRARD AVE N,45.04705048,-93.2979126,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29795074,45.04709625,3042,271118359185,2018-02-26T00:00:00.000Z,5044 GIRARD AVE N,45.04709625,-93.29795074,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29795837,45.0471344,3043,271118359186,2018-02-26T00:00:00.000Z,5046 GIRARD AVE N,45.0471344,-93.29795837,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.30799866,45.04714584,3044,271118359388,2018-02-27T00:00:00.000Z,5049 OLIVER AVE N,45.04714584,-93.30799866,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,Xerxes,3,1
-93.29536438,45.04721069,3045,271118359168,2018-02-26T00:00:00.000Z,5050 EMERSON AVE N,45.04721069,-93.29536438,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.3082428,45.04721069,3046,271118359389,2018-02-27T00:00:00.000Z,5051 OLIVER AVE N,45.04721069,-93.3082428,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,Xerxes,3,1
-93.23914337,44.98338318,3047,271118358553,2018-02-26T00:00:00.000Z,506 11TH AVE SE,44.98338318,-93.23914337,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.28614807,44.94283676,3048,271118342193,2018-02-26T00:00:00.000Z,506 33RD ST W,44.94283676,-93.28614807,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.26879883,44.94136429,3049,271118352444,2018-02-26T00:00:00.000Z,506 34TH ST E,44.94136429,-93.26879883,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,9,Xerxes,2,5
-93.242993,44.985216,3050,271118356193,2018-02-26T00:00:00.000Z,506 8TH AVE SE,44.985216,-93.242993,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29078674,44.98320389,3051,271118338556,2018-02-26T00:00:00.000Z,506 BRYANT AVE N,44.98320389,-93.29078674,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.2862854,44.94287872,3052,271118359868,2018-02-27T00:00:00.000Z,507 33RD ST W,44.94287872,-93.2862854,478.1000(c),Snow emergency parking restrictions - odd number address,Lyndale,Powderhorn,8,Xerxes,3,5
-93.23880005,44.98342896,3053,271118358554,2018-02-26T00:00:00.000Z,508 11TH AVE SE,44.98342896,-93.23880005,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.237255,44.982872,3054,271118356212,2018-02-26T00:00:00.000Z,508 12TH AVE SE,44.982872,-93.237255,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.28614807,44.94473267,3055,271118341579,2018-02-26T00:00:00.000Z,508 32ND ST W,44.94473267,-93.28614807,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.28614807,44.94283676,3056,271118342192,2018-02-26T00:00:00.000Z,508 33RD ST W,44.94283676,-93.28614807,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.245838,44.986249,3057,271118356182,2018-02-26T00:00:00.000Z,508 6TH AVE SE,44.986249,-93.245838,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29077911,44.98332214,3058,271118338557,2018-02-26T00:00:00.000Z,508 BRYANT AVE N,44.98332214,-93.29077911,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.28871918,44.98335648,3059,271118335834,2018-02-26T00:00:00.000Z,508 LYNDALE PL,44.98335648,-93.28871918,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.28548431,44.96346664,3060,271118357509,2018-02-26T00:00:00.000Z,508 RIDGEWOOD AVE S,44.96346664,-93.28548431,478.1000(b),Snow emergency parking restrictions - even number address,Steven's Square - Loring Heights,Central,7,Xerxes,2,3
-93.26862335,44.9680481,3061,271118357488,2018-02-25T00:00:00.000Z,509 15TH ST W,44.9680481,-93.26862335,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.268099,44.963956,3062,271118363961,2018-02-27T00:00:00.000Z,509 19TH ST E,44.963956,-93.268099,478.1000(c),Snow emergency parking restrictions - odd number address,Ventura Village,Phillips,6,Xerxes,3,3
-93.28663635,44.96125793,3063,271118356471,2018-02-26T00:00:00.000Z,510 22ND ST W,44.96125793,-93.28663635,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Xerxes,2,3
-93.26844788,44.92155838,3064,271118354794,2018-02-26T00:00:00.000Z,510 45TH ST E,44.92155838,-93.26844788,478.1000(b),Snow emergency parking restrictions - even number address,Regina,Nokomis,8,Xerxes,2,5
-93.28614044,44.90657043,3065,271118334127,2018-02-26T00:00:00.000Z,510 53RD ST W,44.90657043,-93.28614044,478.1000(b),Snow emergency parking restrictions - even number address,Tangletown,Southwest,11,Xerxes,2,5
-93.29080963,44.98336411,3066,271118338558,2018-02-26T00:00:00.000Z,510 BRYANT AVE N,44.98336411,-93.29080963,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.30195618,44.98299026,3067,271118338564,2018-02-26T00:00:00.000Z,510 KNOX AVE N,44.98299026,-93.30195618,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.28891754,45.04766464,3068,271118359142,2018-02-26T00:00:00.000Z,5104 CAMDEN AVE N,45.04766464,-93.28891754,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.28892517,45.04774094,3069,271118359143,2018-02-26T00:00:00.000Z,5106 CAMDEN AVE N,45.04774094,-93.28892517,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.28620911,44.96097946,3070,271118362957,2018-02-27T00:00:00.000Z,511 22ND ST W,44.96097946,-93.28620911,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Xerxes,3,3
-93.28890991,45.04795837,3071,271118359144,2018-02-26T00:00:00.000Z,5110 CAMDEN AVE N,45.04795837,-93.28890991,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29022217,45.04805756,3072,271118359147,2018-02-26T00:00:00.000Z,5114 ALDRICH AVE N,45.04805756,-93.29022217,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.23882294,44.98331833,3073,271118358555,2018-02-26T00:00:00.000Z,512 11TH AVE SE,44.98331833,-93.23882294,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.237387,44.983058,3074,271118356213,2018-02-26T00:00:00.000Z,512 12TH AVE SE,44.983058,-93.237387,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.26824188,44.96810913,3075,271118357490,2018-02-25T00:00:00.000Z,512 15TH ST W,44.96810913,-93.26824188,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.28610992,44.94289017,3076,271118359818,2018-02-26T00:00:00.000Z,512 33RD ST W,44.94289017,-93.28610992,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.26855469,44.94135666,3077,271118352445,2018-02-26T00:00:00.000Z,512 34TH ST E,44.94135666,-93.26855469,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,9,Xerxes,2,5
-93.28575134,44.94124603,3078,271118342215,2018-02-26T00:00:00.000Z,512 34TH ST W,44.94124603,-93.28575134,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.242904,44.985328,3079,271118356192,2018-02-26T00:00:00.000Z,512 8TH AVE SE,44.985328,-93.242904,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29817963,44.98298264,3080,271118338549,2018-02-26T00:00:00.000Z,512 HUMBOLDT AVE N,44.98298264,-93.29817963,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.30450439,44.98300552,3081,271118338574,2018-02-26T00:00:00.000Z,512 MORGAN AVE N,44.98300552,-93.30450439,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.27263641,44.98788071,3082,271118343282,2018-02-25T00:00:00.000Z,513 1ST ST N,44.98788071,-93.27263641,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.30175781,45.04866409,3083,271118359188,2018-02-26T00:00:00.000Z,5136 JAMES AVE N,45.04866409,-93.30175781,478.1000(b),Snow emergency parking restrictions - even number address,Shingle Creek,Camden,4,Xerxes,2,1
-93.28608704,44.96127319,3084,271118356470,2018-02-26T00:00:00.000Z,514 22ND ST W,44.96127319,-93.28608704,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Xerxes,2,3
-93.26863098,44.89252472,3085,271118324617,2018-02-26T00:00:00.000Z,514 61ST ST E,44.89252472,-93.26863098,478.1000(b),Snow emergency parking restrictions - even number address,Diamond Lake,Nokomis,11,Xerxes,2,5
-93.245238,44.988138,3086,271118356253,2018-02-26T00:00:00.000Z,514 7TH ST SE,44.988138,-93.245238,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.26807404,44.96802521,3087,271118357491,2018-02-25T00:00:00.000Z,515 15TH ST W,44.96802521,-93.26807404,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.27272034,44.98795319,3088,271118343281,2018-02-25T00:00:00.000Z,515 1ST ST N,44.98795319,-93.27272034,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.27042389,44.90890503,3089,271118354799,2018-02-26T00:00:00.000Z,5156 LUVERNE AVE S,44.90890503,-93.27042389,478.1000(b),Snow emergency parking restrictions - even number address,Page,Nokomis,11,Xerxes,2,5
-93.23737335,44.98307037,3090,271118356214,2018-02-26T00:00:00.000Z,516 12TH AVE SE,44.98307037,-93.23737335,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.27276611,44.98806,3091,271118343279,2018-02-25T00:00:00.000Z,516 1ST ST N,44.98806,-93.27276611,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.26766205,44.95737457,3092,271118333603,2018-02-26T00:00:00.000Z,516 25TH ST E,44.95737457,-93.26766205,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Xerxes,2,3
-93.24865723,44.98792648,3093,271118355671,2018-02-26T00:00:00.000Z,516 4TH AVE SE,44.98792648,-93.24865723,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.27280426,44.98811722,3094,271118343280,2018-02-25T00:00:00.000Z,518 1ST ST N,44.98811722,-93.27280426,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.27774048,44.98500443,3095,271118359112,2018-02-25T00:00:00.000Z,518 4TH ST N,44.98500443,-93.27774048,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.24728394,44.98694229,3096,271118356175,2018-02-26T00:00:00.000Z,518 5TH AVE SE,44.98694229,-93.24728394,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.30448151,44.98337936,3097,271118340047,2018-02-26T00:00:00.000Z,518 MORGAN AVE N,44.98337936,-93.30448151,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.23880005,44.98342896,3098,271118358556,2018-02-26T00:00:00.000Z,520 11TH AVE SE,44.98342896,-93.23880005,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.26816559,44.92512894,3099,271118352776,2018-02-26T00:00:00.000Z,520 43RD ST E,44.92512894,-93.26816559,478.1000(b),Snow emergency parking restrictions - even number address,Regina,Nokomis,8,Xerxes,2,5
-93.246707,44.985885,3100,271118356244,2018-02-26T00:00:00.000Z,520 5TH ST SE,44.985885,-93.246707,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.24433136,44.98600769,3101,271118358540,2018-02-26T00:00:00.000Z,520 7TH AVE SE,44.98600769,-93.24433136,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.242815,44.98544,3102,271118356191,2018-02-26T00:00:00.000Z,520 8TH AVE SE,44.98544,-93.242815,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29080963,44.9836998,3103,271118338559,2018-02-26T00:00:00.000Z,520 BRYANT AVE N,44.9836998,-93.29080963,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.30449677,44.98340988,3104,271118338575,2018-02-26T00:00:00.000Z,520 MORGAN AVE N,44.98340988,-93.30449677,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.28635406,44.9634819,3105,271118357510,2018-02-26T00:00:00.000Z,520 RIDGEWOOD AVE S,44.9634819,-93.28635406,478.1000(b),Snow emergency parking restrictions - even number address,Steven's Square - Loring Heights,Central,7,Xerxes,2,3
-93.26539612,44.90880585,3106,271118343937,2018-02-26T00:00:00.000Z,5208 PARK AVE S,44.90880585,-93.26539612,478.1000(a),Snow emergency parking restrictions - snow emergency route,Page,Nokomis,11,Xerxes,2,5
-93.22159576,44.90855408,3107,271118355414,2018-02-26T00:00:00.000Z,5210 35TH AVE S,44.90855408,-93.22159576,478.1000(b),Snow emergency parking restrictions - even number address,Minnehaha,Nokomis,12,Xerxes,2,6
-93.29026031,45.04983139,3108,271118359146,2018-02-26T00:00:00.000Z,5214 ALDRICH AVE N,45.04983139,-93.29026031,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29281616,45.04982758,3109,271118359161,2018-02-26T00:00:00.000Z,5216 COLFAX AVE N,45.04982758,-93.29281616,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29664612,45.05002213,3110,271118359175,2018-02-26T00:00:00.000Z,5216 FREMONT AVE N,45.05002213,-93.29664612,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29279327,45.04992676,3111,271118359162,2018-02-26T00:00:00.000Z,5218 COLFAX AVE N,45.04992676,-93.29279327,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.23863983,44.98343277,3112,271118358557,2018-02-26T00:00:00.000Z,522 11TH AVE SE,44.98343277,-93.23863983,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.236943,44.983245,3113,271118356215,2018-02-26T00:00:00.000Z,522 12TH AVE SE,44.983245,-93.236943,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.242795,44.985465,3114,271118356190,2018-02-26T00:00:00.000Z,522 8TH AVE SE,44.985465,-93.242795,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29662323,45.05004501,3115,271118359174,2018-02-26T00:00:00.000Z,5220 FREMONT AVE N,45.05004501,-93.29662323,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29663849,45.05036926,3116,271118359173,2018-02-26T00:00:00.000Z,5234 FREMONT AVE N,45.05036926,-93.29663849,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29663086,45.05053329,3117,271118359172,2018-02-26T00:00:00.000Z,5238 FREMONT AVE N,45.05053329,-93.29663086,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.2682724,44.92155457,3118,271118354793,2018-02-26T00:00:00.000Z,524 45TH ST E,44.92155457,-93.2682724,478.1000(b),Snow emergency parking restrictions - even number address,Regina,Nokomis,8,Xerxes,2,5
-93.24699,44.987106,3119,271118356174,2018-02-26T00:00:00.000Z,524 5TH AVE SE,44.987106,-93.24699,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.26805115,44.89253235,3120,271118324616,2018-02-26T00:00:00.000Z,524 61ST ST E,44.89253235,-93.26805115,478.1000(b),Snow emergency parking restrictions - even number address,Diamond Lake,Nokomis,11,Xerxes,2,5
-93.24280548,44.98575974,3121,271118356189,2018-02-26T00:00:00.000Z,524 8TH AVE SE,44.98575974,-93.24280548,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.2966156,45.05059814,3122,271118359171,2018-02-26T00:00:00.000Z,5240 FREMONT AVE N,45.05059814,-93.2966156,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29412079,45.0509491,3123,271118359163,2018-02-26T00:00:00.000Z,5242 DUPONT AVE N,45.0509491,-93.29412079,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29659271,45.05066681,3124,271118359170,2018-02-26T00:00:00.000Z,5242 FREMONT AVE N,45.05066681,-93.29659271,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29666901,45.05067444,3125,271118359169,2018-02-26T00:00:00.000Z,5244 FREMONT AVE N,45.05067444,-93.29666901,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
