X,Y,FID,Call_Taken,Customer,Location,Latitude,Longitude,Snow_Emerg,Day,Ward,Neighborho,Community,Tow_Dist
-93.247965,44.981425,28,02/24/2018 12:45am,Snow Emergency,"799 MAIN ST SE,Minneapolis,MN",44.981425,-93.247965,Xerxes,1,3,Marcy Holmes,University,4
-93.256536,44.946434,29,02/24/2018 01:33pm,Snow Emergency,"3100 13th ave s,Minneapolis,MN",44.946434,-93.256536,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.246825,44.988488,30,02/24/2018 12:45pm,Snow Emergency,"418 7th st se,Minneapolis,MN",44.988488,-93.246825,Xerxes,2,3,Marcy Holmes,University,4
-93.237858,44.944944,31,02/24/2018 01:41pm,Snow Emergency,"2326 32nd st,Minneapolis,MN",44.944944,-93.237858,Xerxes,2,9,Corcoran,Powderhorn,6
-93.240981,44.944434,32,02/24/2018 01:45pm,Snow Emergency,"3204 22nd ave,Minneapolis,MN",44.944434,-93.240981,Xerxes,2,9,Corcoran,Powderhorn,6
-93.252459,44.942909,33,02/24/2018 01:50am,Snow Emergency,"33RD & BLOOMINGTON AVE S,Minneapolis,MN",44.942909,-93.252459,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.237944,44.944974,34,02/24/2018 01:55pm,Snow Emergency,"2318 32nd st e,Minneapolis,MN",44.944974,-93.237944,Xerxes,2,9,Corcoran,Powderhorn,6
-93.246492,44.942933,35,02/24/2018 01:59pm,Snow Emergency,"1840 33 st e,Minneapolis,MN",44.942933,-93.246492,Xerxes,2,9,Corcoran,Powderhorn,6
-93.262174,44.926322,36,02/24/2018 02:08am,Snow Emergency,"4217 CHICAGO AVE S,Minneapolis,MN",44.926322,-93.262174,Xerxes,1,8,Northrop,Nokomis,6
-93.25244,44.941038,37,02/24/2018 02:13am,Snow Emergency,"3407 BLOOMINGTON AVE S,Minneapolis,MN",44.941038,-93.25244,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.237837,44.944944,38,02/24/2018 02:14pm,Snow Emergency,"2328 32ND ST E,Minneapolis,MN",44.944944,-93.237837,Xerxes,2,9,Corcoran,Powderhorn,6
-93.238168,44.944963,39,02/24/2018 02:15pm,Snow Emergency,"2314 32ND ST E,Minneapolis,MN",44.944963,-93.238168,Xerxes,2,9,Corcoran,Powderhorn,6
-93.256642,44.947811,40,02/24/2018 02:17pm,Snow Emergency,"3008 13th av s,Minneapolis,MN",44.947811,-93.256642,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.252715,44.939939,41,02/24/2018 02:23am,Snow Emergency,"3438 BLOOMINGTON AVE S,Minneapolis,MN",44.939939,-93.252715,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.248875,44.943227,42,02/24/2018 02:27pm,Snow Emergency,"3240 18th ave ,Minneapolis,MN",44.943227,-93.248875,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.252106,44.940885,43,02/24/2018 02:29am,Snow Emergency,"3413 BLOOMINGTON AVE S,Minneapolis,MN",44.940885,-93.252106,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.252057,44.924149,44,02/24/2018 02:37am,Snow Emergency,"4325 BLOOMINGTON AVE S,Minneapolis,MN",44.924149,-93.252057,Xerxes,1,11,Northrop,Nokomis,6
-93.246299,44.944744,45,02/24/2018 02:41pm,Snow Emergency,"1840 32nd st,Minneapolis,MN",44.944744,-93.246299,Xerxes,2,9,Corcoran,Powderhorn,6
-93.237816,44.944944,46,02/24/2018 02:42pm,Snow Emergency,"2330 32nd st,Minneapolis,MN",44.944944,-93.237816,Xerxes,2,9,Corcoran,Powderhorn,6
-93.240961,44.945728,47,02/24/2018 02:47pm,Snow Emergency,"3128 22ND AVE S,Minneapolis,MN",44.945728,-93.240961,Xerxes,2,9,Corcoran,Powderhorn,6
-93.240626,44.945814,48,02/24/2018 02:49pm,Snow Emergency,"3124 22ND AVE S,Minneapolis,MN",44.945814,-93.240626,Xerxes,2,9,Corcoran,Powderhorn,6
-93.252396,44.919521,49,02/24/2018 02:58am,Snow Emergency,"4602 Bloomington Ave South,Minneapolis,MN",44.919521,-93.252396,Xerxes,1,11,Northrop,Nokomis,6
-93.252444,44.941539,50,02/24/2018 02:59am,Snow Emergency,"3350 BLOOMINGTON AVE S,Minneapolis,MN",44.941539,-93.252444,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.252057,44.924149,51,02/24/2018 03:01am,Snow Emergency,"4325 Bloomington ave s,Minneapolis,MN",44.924149,-93.252057,Xerxes,1,11,Northrop,Nokomis,6
-93.252422,44.938615,52,02/24/2018 03:05am,Snow Emergency,"3524 BLOOMINGTON AVE S,Minneapolis,MN",44.938615,-93.252422,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.253769,44.947369,53,02/24/2018 03:08pm,Snow Emergency,"3032 15th av s,Minneapolis,MN",44.947369,-93.253769,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.224606,44.947666,54,02/24/2018 03:24pm,Snow Emergency,"3020 33rd ave s ,Minneapolis,MN",44.947666,-93.224606,Xerxes,2,2,Longfellow,Longfellow,6
-93.254061,44.94461,55,02/24/2018 03:32pm,Snow Emergency,"3200 15th ave s,Minneapolis,MN",44.94461,-93.254061,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.22067,44.927283,56,02/24/2018 03:40pm,Snow Emergency,"4158 snelling,Minneapolis,MN",44.927283,-93.22067,Xerxes,2,12,Hiawatha,Longfellow,6
-93.224606,44.947119,57,02/24/2018 04:18pm,Snow Emergency,"3040 33RD AVE S,Minneapolis,MN",44.947119,-93.224606,Xerxes,2,2,Longfellow,Longfellow,6
-93.252686,44.935685,58,02/24/2018 04:36am,Snow Emergency,"3704 BLOOMINGTON AVE S,Minneapolis,MN",44.935685,-93.252686,Xerxes,1,9,Powderhorn Park,Powderhorn,6
-93.25207,44.929979,59,02/24/2018 04:37am,Snow Emergency,"4015 BLOOMINGTON AVE S,Minneapolis,MN",44.929979,-93.25207,Xerxes,1,8,Bancroft,Powderhorn,6
-93.226429,44.934692,60,02/24/2018 04:39pm,Snow Emergency,"3744 SNELLING AVE S,Minneapolis,MN",44.934692,-93.226429,Xerxes,2,12,Howe,Longfellow,6
-93.23239,44.927832,61,02/24/2018 04:40am,Snow Emergency,"4130 28TH AVE S,Minneapolis,MN",44.927832,-93.23239,Xerxes,1,12,Standish,Powderhorn,6
-93.252418,44.911095,62,02/24/2018 04:41am,Snow Emergency,"5046 BLOOMINGTON AVE S,Minneapolis,MN",44.911095,-93.252418,Xerxes,1,11,Hale,Nokomis,6
-93.240626,44.945929,63,02/24/2018 04:41pm,Snow Emergency,"3118 22ND AVE S,Minneapolis,MN",44.945929,-93.240626,Xerxes,2,9,Corcoran,Powderhorn,6
-93.23239,44.927832,64,02/24/2018 05:34am,Snow Emergency,"4130 28TH AVE S,Minneapolis,MN",44.927832,-93.23239,Xerxes,1,12,Standish,Powderhorn,6
-93.23239,44.927832,65,02/24/2018 05:36am,Snow Emergency,"4130 28TH AVE S,Minneapolis,MN",44.927832,-93.23239,Xerxes,1,12,Standish,Powderhorn,6
-93.232127,44.928884,66,02/24/2018 06:05am,Snow Emergency,"4058 28TH AVE S,Minneapolis,MN",44.928884,-93.232127,Xerxes,1,12,Standish,Powderhorn,6
-93.232126,44.927786,67,02/24/2018 06:06am,Snow Emergency,"4131 28TH AVE S,Minneapolis,MN",44.927786,-93.232126,Xerxes,1,12,Standish,Powderhorn,6
-93.254944,44.92117,68,02/24/2018 08:21am,Snow Emergency,"4518 14th ave s,Minneapolis,MN",44.92117,-93.254944,Xerxes,2,11,Northrop,Nokomis,6
-93.255259,44.929507,69,02/24/2018 08:26am,Snow Emergency,"4032 14th ave s ,Minneapolis,MN",44.929507,-93.255259,Xerxes,2,8,Bancroft,Powderhorn,6
-93.255239,44.930875,70,02/24/2018 08:30am,Snow Emergency,"3948 14th Avenue South,Minneapolis,MN",44.930875,-93.255239,Xerxes,2,8,Bancroft,Powderhorn,6
-93.2552,44.939221,71,02/24/2018 09:05am,Snow Emergency,"3506 14th ave s,Minneapolis,MN",44.939221,-93.2552,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.255239,44.929052,72,02/24/2018 09:07am,Snow Emergency,"4048 14th ave s,Minneapolis,MN",44.929052,-93.255239,Xerxes,2,8,Bancroft,Powderhorn,6
-93.25518,44.93432,73,02/24/2018 09:10am,Snow Emergency,"3744 14th ave S,Minneapolis,MN",44.93432,-93.25518,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.256536,44.938564,74,02/24/2018 09:11am,Snow Emergency,"3526 13th ave s ,Minneapolis,MN",44.938564,-93.256536,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.254935,44.92969,75,02/24/2018 09:12am,Snow Emergency,"4026 14th ave S,Minneapolis,MN",44.92969,-93.254935,Xerxes,2,8,Bancroft,Powderhorn,6
-93.255241,44.934844,76,02/24/2018 09:12am,Snow Emergency,"3730 14th ave s,Minneapolis,MN",44.934844,-93.255241,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.257754,44.924534,77,02/24/2018 09:21am,Snow Emergency,"4316 12th Avenue South,Minneapolis,MN",44.924534,-93.257754,Xerxes,2,11,Northrop,Nokomis,6
-93.257793,44.937362,78,02/24/2018 09:39am,Snow Emergency,"3608 12th av s,Minneapolis,MN",44.937362,-93.257793,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.257793,44.937471,79,02/24/2018 09:46am,Snow Emergency,"3604 12th ave s,Minneapolis,MN",44.937471,-93.257793,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.258757,44.938877,80,02/24/2018 09:53am,Snow Emergency,"3518 11th ave s ,Minneapolis,MN",44.938877,-93.258757,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.234666,44.938939,81,02/24/2018 09:54am,Snow Emergency,"3518 26th Avenue South,Minneapolis,MN",44.938939,-93.234666,Xerxes,2,9,Corcoran,Powderhorn,6
-93.234968,44.940891,82,02/24/2018 09:57am,Snow Emergency,"3410 26th Avenue South,Minneapolis,MN",44.940891,-93.234968,Xerxes,2,9,Corcoran,Powderhorn,6
-93.258972,44.930914,83,02/24/2018 10:07am,Snow Emergency,"3944 11th Avenue South,Minneapolis,MN",44.930914,-93.258972,Xerxes,2,8,Bancroft,Powderhorn,6
-93.257793,44.926684,84,02/24/2018 10:11am,Snow Emergency,"4204 12th ave s,Minneapolis,MN",44.926684,-93.257793,Xerxes,2,8,Northrop,Nokomis,6
-93.2552,44.935103,85,02/24/2018 10:14am,Snow Emergency,"3720 14th ave,Minneapolis,MN",44.935103,-93.2552,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.253675,44.922893,86,02/24/2018 10:15am,Snow Emergency,"4410 15TH AVE S,Minneapolis,MN",44.922893,-93.253675,Xerxes,2,11,Northrop,Nokomis,6
-93.256187,44.931396,87,02/24/2018 10:15am,Snow Emergency,"3930 13th ave s,Minneapolis,MN",44.931396,-93.256187,Xerxes,2,8,Bancroft,Powderhorn,6
-93.259011,44.929638,88,02/24/2018 10:16am,Snow Emergency,"4028 11th ave S,Minneapolis,MN",44.929638,-93.259011,Xerxes,2,8,Bancroft,Powderhorn,6
-93.253665,44.91432,89,02/24/2018 10:19am,Snow Emergency,"4862 15TH AVE S,Minneapolis,MN",44.91432,-93.253665,Xerxes,2,11,Northrop,Nokomis,6
-93.253687,44.938665,90,02/24/2018 10:23am,Snow Emergency,"3522 15th av s,Minneapolis,MN",44.938665,-93.253687,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.253416,44.928713,91,02/24/2018 10:26am,Snow Emergency,"1522 41St st e,Minneapolis,MN",44.928713,-93.253416,Xerxes,2,8,Bancroft,Powderhorn,6
-93.260288,44.936872,92,02/24/2018 10:42am,Snow Emergency,"3624 10th Avenue South,Minneapolis,MN",44.936872,-93.260288,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.233026,44.928841,93,02/24/2018 11:05am,Snow Emergency,"2728 41ST ST E,Minneapolis,MN",44.928841,-93.233026,Xerxes,2,12,Standish,Powderhorn,6
-93.232694,44.928853,94,02/24/2018 11:06am,Snow Emergency,"2712 41ST ST E,Minneapolis,MN",44.928853,-93.232694,Xerxes,2,12,Standish,Powderhorn,6
-93.261565,44.923842,95,02/24/2018 11:14am,Snow Emergency,"4340 Elliot ave,Minneapolis,MN",44.923842,-93.261565,Xerxes,2,11,Northrop,Nokomis,6
-93.258722,44.930245,96,02/24/2018 11:14am,Snow Emergency,"4006 11th av s,Minneapolis,MN",44.930245,-93.258722,Xerxes,2,8,Bancroft,Powderhorn,6
-93.242591,44.941984,97,02/24/2018 11:22am,Snow Emergency,"3324 21st Avenue,Minneapolis,MN",44.941984,-93.242591,Xerxes,2,9,Corcoran,Powderhorn,6
-93.261486,44.936674,98,02/24/2018 11:23am,Snow Emergency,"3632 Elliot ave s ,Minneapolis,MN",44.936674,-93.261486,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.246121,44.947616,99,02/24/2018 11:23am,Snow Emergency,"3018 longfellow AVE S,Minneapolis,MN",44.947616,-93.246121,Xerxes,2,9,Corcoran,Powderhorn,6
-93.245184,44.940372,100,02/24/2018 11:25am,Snow Emergency,"3428 19th ave S,Minneapolis,MN",44.940372,-93.245184,Xerxes,2,9,Corcoran,Powderhorn,6
-93.261565,44.940753,101,02/24/2018 11:43am,Snow Emergency,"3418 elliot,Minneapolis,MN",44.940753,-93.261565,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.254031,44.909118,102,02/24/2018 11:44am,Snow Emergency,"5152 15TH AVE S,Minneapolis,MN",44.909118,-93.254031,Xerxes,2,11,Hale,Nokomis,6
-93.254021,44.909474,103,02/24/2018 11:47am,Snow Emergency,"5140 15TH AVE S,Minneapolis,MN",44.909474,-93.254021,Xerxes,2,11,Hale,Nokomis,6
-93.262433,44.930553,104,02/24/2018 11:49am,Snow Emergency,"804 40th st e,Minneapolis,MN",44.930553,-93.262433,Xerxes,2,8,Bancroft,Powderhorn,6
-93.237705,44.944065,105,02/24/2018 11:59am,Snow Emergency,"3216 24th Avenue,Minneapolis,MN",44.944065,-93.237705,Xerxes,2,9,Corcoran,Powderhorn,6
-93.262264,44.916268,106,02/24/2018 12:01am,Snow Emergency,"4747 Chicago,Minneapolis,MN",44.916268,-93.262264,Xerxes,1,11,Northrop,Nokomis,6
-93.262084,44.931727,107,02/24/2018 12:01am,Snow Emergency,"3917 CHICAGO AVE S,Minneapolis,MN",44.931727,-93.262084,Xerxes,1,8,Bancroft,Powderhorn,6
-93.262498,44.927807,108,02/24/2018 12:02am,Snow Emergency,"4129 Chicago Ave S,Minneapolis,MN",44.927807,-93.262498,Xerxes,1,8,Bancroft,Powderhorn,6
-93.261486,44.931644,109,02/24/2018 12:04pm,Snow Emergency,"3920 Elliot ave s ,Minneapolis,MN",44.931644,-93.261486,Xerxes,2,8,Bancroft,Powderhorn,6
-93.240981,44.94611,110,02/24/2018 12:09pm,Snow Emergency,"3112 22nd ave S,Minneapolis,MN",44.94611,-93.240981,Xerxes,2,9,Corcoran,Powderhorn,6
-93.240623,44.945262,111,02/24/2018 12:10pm,Snow Emergency,"3144 22nd ave,Minneapolis,MN",44.945262,-93.240623,Xerxes,2,9,Corcoran,Powderhorn,6
-93.260386,44.944503,112,02/24/2018 12:13pm,Snow Emergency,"3204 10th av s,Minneapolis,MN",44.944503,-93.260386,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.261557,44.937512,113,02/24/2018 12:14pm,Snow Emergency,"3604 Eliot ave,Minneapolis,MN",44.937512,-93.261557,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.261346,44.944448,114,02/24/2018 12:24pm,Snow Emergency,"3206 Elliot ave ,Minneapolis,MN",44.944448,-93.261346,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.237446,44.944607,115,02/24/2018 12:37pm,Snow Emergency,"3200 24th Avenue South,Minneapolis,MN",44.944607,-93.237446,Xerxes,2,9,Corcoran,Powderhorn,6
-93.261683,44.947271,116,02/24/2018 12:38pm,Snow Emergency,"3032 Elliot av s,Minneapolis,MN",44.947271,-93.261683,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.231127,44.935223,117,02/24/2018 12:40pm,Snow Emergency,"3722 29th Avenue South,Minneapolis,MN",44.935223,-93.231127,Xerxes,2,12,Standish,Powderhorn,6
-93.231134,44.934523,118,02/24/2018 12:45pm,Snow Emergency,"3746 29th Avenue South,Minneapolis,MN",44.934523,-93.231134,Xerxes,2,12,Standish,Powderhorn,6
-93.240941,44.945492,119,02/24/2018 12:49pm,Snow Emergency,"3138 22nd ave S,Minneapolis,MN",44.945492,-93.240941,Xerxes,2,9,Corcoran,Powderhorn,6
-93.262508,44.893551,120,02/24/2018 12:50am,Snow Emergency,"6021 CHICAGO AVE S,Minneapolis,MN",44.893551,-93.262508,Xerxes,1,11,Diamond Lake,Nokomis,6
-93.261604,44.94363,121,02/24/2018 12:50pm,Snow Emergency,"3238 Elliot ave ,Minneapolis,MN",44.94363,-93.261604,Xerxes,2,9,Powderhorn Park,Powderhorn,6
-93.240941,44.94531,122,02/24/2018 12:50pm,Snow Emergency,"3142 22nd aVE S,Minneapolis,MN",44.94531,-93.240941,Xerxes,2,9,Corcoran,Powderhorn,6
-93.255028,44.94508,123,02/25/2018 01:04pm,Snow Emergency,"3151 14TH AVE S,Minneapolis,MN",44.94508,-93.255028,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.254729,44.946959,124,02/25/2018 01:11pm,Snow Emergency,"3047 14TH AVE S,Minneapolis,MN",44.946959,-93.254729,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.255147,44.945653,125,02/25/2018 01:15pm,Snow Emergency,"1309 powderhorn ter,Minneapolis,MN",44.945653,-93.255147,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.261054,44.945212,126,02/25/2018 01:29pm,Snow Emergency,"3145 elliot,Minneapolis,MN",44.945212,-93.261054,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.261352,44.945101,127,02/25/2018 01:31pm,Snow Emergency,"3151 elliot,Minneapolis,MN",44.945101,-93.261352,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.24868,44.946811,128,02/25/2018 01:32pm,Snow Emergency,"3055 18th ave s,Minneapolis,MN",44.946811,-93.24868,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.258421,44.92816,129,02/25/2018 01:41pm,Snow Emergency,"4117 11TH AVE S,Minneapolis,MN",44.92816,-93.258421,Xerxes,3,8,Bancroft,Powderhorn,6
-93.24232,44.945702,130,02/25/2018 01:41pm,Snow Emergency,"3125 21st ave s,Minneapolis,MN",44.945702,-93.24232,Xerxes,3,9,Corcoran,Powderhorn,6
-93.24868,44.946863,131,02/25/2018 01:50pm,Snow Emergency,"3045 18TH AVE S,Minneapolis,MN",44.946863,-93.24868,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.24868,44.946852,132,02/25/2018 01:58pm,Snow Emergency,"3047 18TH AVE S,Minneapolis,MN",44.946852,-93.24868,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.253471,44.946886,133,02/25/2018 02:00pm,Snow Emergency,"3053 15TH AV S,Minneapolis,MN",44.946886,-93.253471,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.260104,44.946182,134,02/25/2018 02:06pm,Snow Emergency,"3109 10TH AVE S,Minneapolis,MN",44.946182,-93.260104,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.253471,44.945574,135,02/25/2018 02:08pm,Snow Emergency,"3131 15TH AVE S,Minneapolis,MN",44.945574,-93.253471,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.25739,44.945651,136,02/25/2018 02:08pm,Snow Emergency,"1213 powderhorn ter,Minneapolis,MN",44.945651,-93.25739,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.240274,44.945985,137,02/25/2018 02:14pm,Snow Emergency,"3119 22nd ave,Minneapolis,MN",44.945985,-93.240274,Xerxes,3,9,Corcoran,Powderhorn,6
-93.2419,44.946083,138,02/25/2018 02:14pm,Snow Emergency,"3113 21st ave s,Minneapolis,MN",44.946083,-93.2419,Xerxes,3,9,Corcoran,Powderhorn,6
-93.230004,44.947613,139,02/25/2018 02:19pm,Snow Emergency,"3019 29th ave s,Minneapolis,MN",44.947613,-93.230004,Xerxes,2,2,Longfellow,Longfellow,6
-93.26253,44.944513,140,02/25/2018 02:20pm,Snow Emergency,"809 32ND ST E,Minneapolis,MN",44.944513,-93.26253,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.254821,44.945818,141,02/25/2018 02:21pm,Snow Emergency,"3125 14th Ave South,Minneapolis,MN",44.945818,-93.254821,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.255045,44.946716,142,02/25/2018 02:21pm,Snow Emergency,"3059 14TH AVE S,Minneapolis,MN",44.946716,-93.255045,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.228403,44.947185,143,02/25/2018 02:23pm,Snow Emergency,"3035 30th ave s ,Minneapolis,MN",44.947185,-93.228403,Xerxes,2,2,Longfellow,Longfellow,6
-93.249914,44.941018,144,02/25/2018 02:24pm,Snow Emergency,"3407 17th Ave South,Minneapolis,MN",44.941018,-93.249914,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.248325,44.936173,145,02/25/2018 02:38pm,Snow Emergency,"3653 18TH AVE S,Minneapolis,MN",44.936173,-93.248325,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.25219,44.940954,146,02/25/2018 02:42pm,Snow Emergency,"1541 34TH ST E,Minneapolis,MN",44.940954,-93.25219,Xerxes,3,9,Powderhorn Park,Powderhorn,6
-93.229095,44.939295,147,02/25/2018 03:00pm,Snow Emergency,"3509 smelling ave,Minneapolis,MN",44.939295,-93.229095,Xerxes,3,12,Howe,Longfellow,6
-93.229681,44.940179,148,02/25/2018 03:01pm,Snow Emergency,"3443 Snelling Avenue South,Minneapolis,MN",44.940179,-93.229681,Xerxes,3,12,Howe,Longfellow,6
-93.246305,44.937539,149,02/25/2018 03:07pm,Snow Emergency,"1845 36th st e,Minneapolis,MN",44.937539,-93.246305,Xerxes,3,12,Standish,Powderhorn,6
-93.244773,44.942932,150,02/25/2018 03:46pm,Snow Emergency,"1907 33rd st,Minneapolis,MN",44.942932,-93.244773,Xerxes,3,9,Corcoran,Powderhorn,6
-93.25465,44.924732,151,02/25/2018 08:28am,Snow Emergency,"4311 14th ave s,Minneapolis,MN",44.924732,-93.25465,Xerxes,3,11,Northrop,Nokomis,6
