"FID";"snow_emergency_name";"citation";"service_date";"address";"latitude";"longitude";"day_id";"ordinance_id";"ordinance_desc";"ward";"neighborhood";"community";"tow_district"
3013;"Xerxes";271118359178;"2018-02-26 00:00:00";"4920 FREMONT AVE N";45.045;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3014;"Xerxes";271118359387;"2018-02-27 00:00:00";"4931 SHERIDAN AVE N";45.045;-93.313;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Shingle Creek";"Camden";1
3015;"Xerxes";271118353141;"2018-02-25 00:00:00";"5 UNIVERSITY AVE SE";44.988;-93.256;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"Nicollet Island - East Bank";"University";4
3016;"Xerxes";271118360415;"2018-02-26 00:00:00";"50 ARTHUR AVE SE";44.969;-93.216;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3017;"Xerxes";271118357489;"2018-02-25 00:00:00";"500 15TH ST W";44.968;-93.269;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";7;"Elliot Park";"Central";3
3018;"Xerxes";271118343283;"2018-02-25 00:00:00";"500 1ST ST N";44.988;-93.272;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3019;"Xerxes";271118335835;"2018-02-26 00:00:00";"500 LYNDALE PL";44.983;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Sumner - Glenwood";"Near North";3
3020;"Xerxes";271118359149;"2018-02-26 00:00:00";"5008 ALDRICH AVE N";45.046;-93.29;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3021;"Xerxes";271118359148;"2018-02-26 00:00:00";"5012 ALDRICH AVE N";45.046;-93.29;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3022;"Xerxes";271118343284;"2018-02-25 00:00:00";"502 1ST ST N";44.988;-93.272;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3023;"Xerxes";271118342194;"2018-02-26 00:00:00";"502 33RD ST W";44.943;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3024;"Xerxes";271118352758;"2018-02-26 00:00:00";"502 37TH ST E";44.936;-93.269;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Central";"Powderhorn";5
3025;"Xerxes";271118352765;"2018-02-26 00:00:00";"502 39TH ST E";44.932;-93.269;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Bryant";"Powderhorn";5
3026;"Xerxes";271118358539;"2018-02-26 00:00:00";"502 7TH AVE SE";44.985;-93.245;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3027;"Xerxes";271118356194;"2018-02-26 00:00:00";"502 8TH AVE SE";44.985;-93.243;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3028;"Xerxes";271118359182;"2018-02-26 00:00:00";"5020 GIRARD AVE N";45.046;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3029;"Xerxes";271118354801;"2018-02-26 00:00:00";"5020 SHERIDAN AVE S";44.912;-93.311;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";13;"Fulton";"Southwest";5
3030;"Xerxes";271118340747;"2018-02-27 00:00:00";"503 LYNDALE PL";44.983;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Sumner - Glenwood";"Near North";3
3031;"Xerxes";271118355415;"2018-02-26 00:00:00";"5032 35TH AVE S";44.911;-93.222;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";12;"Minnehaha";"Nokomis";6
3032;"Xerxes";271118359177;"2018-02-26 00:00:00";"5034 FREMONT AVE N";45.047;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3033;"Xerxes";271118359137;"2018-02-26 00:00:00";"5036 6TH ST N";45.047;-93.288;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3034;"Xerxes";271118359138;"2018-02-26 00:00:00";"5036 6TH ST N";45.046;-93.288;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3035;"Xerxes";271118359176;"2018-02-26 00:00:00";"5036 FREMONT AVE N";45.047;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3036;"Xerxes";271118359136;"2018-02-26 00:00:00";"5038 6TH ST N";45.047;-93.288;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3037;"Xerxes";271118356211;"2018-02-26 00:00:00";"504 12TH AVE SE";44.983;-93.238;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3038;"Xerxes";271118343285;"2018-02-25 00:00:00";"504 1ST ST N";44.988;-93.273;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3039;"Xerxes";271118352425;"2018-02-26 00:00:00";"504 32ND ST E";44.945;-93.269;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Central";"Powderhorn";5
3040;"Xerxes";271118359183;"2018-02-26 00:00:00";"5040 GIRARD AVE N";45.047;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3041;"Xerxes";271118359184;"2018-02-26 00:00:00";"5042 GIRARD AVE N";45.047;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3042;"Xerxes";271118359185;"2018-02-26 00:00:00";"5044 GIRARD AVE N";45.047;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3043;"Xerxes";271118359186;"2018-02-26 00:00:00";"5046 GIRARD AVE N";45.047;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3044;"Xerxes";271118359388;"2018-02-27 00:00:00";"5049 OLIVER AVE N";45.047;-93.308;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Shingle Creek";"Camden";1
3045;"Xerxes";271118359168;"2018-02-26 00:00:00";"5050 EMERSON AVE N";45.047;-93.295;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3046;"Xerxes";271118359389;"2018-02-27 00:00:00";"5051 OLIVER AVE N";45.047;-93.308;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Shingle Creek";"Camden";1
3047;"Xerxes";271118358553;"2018-02-26 00:00:00";"506 11TH AVE SE";44.983;-93.239;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3048;"Xerxes";271118342193;"2018-02-26 00:00:00";"506 33RD ST W";44.943;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3049;"Xerxes";271118352444;"2018-02-26 00:00:00";"506 34TH ST E";44.941;-93.269;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Central";"Powderhorn";5
3050;"Xerxes";271118356193;"2018-02-26 00:00:00";"506 8TH AVE SE";44.985;-93.243;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3051;"Xerxes";271118338556;"2018-02-26 00:00:00";"506 BRYANT AVE N";44.983;-93.291;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Sumner - Glenwood";"Near North";3
3052;"Xerxes";271118359868;"2018-02-27 00:00:00";"507 33RD ST W";44.943;-93.286;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";8;"Lyndale";"Powderhorn";5
3053;"Xerxes";271118358554;"2018-02-26 00:00:00";"508 11TH AVE SE";44.983;-93.239;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3054;"Xerxes";271118356212;"2018-02-26 00:00:00";"508 12TH AVE SE";44.983;-93.237;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3055;"Xerxes";271118341579;"2018-02-26 00:00:00";"508 32ND ST W";44.945;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3056;"Xerxes";271118342192;"2018-02-26 00:00:00";"508 33RD ST W";44.943;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3057;"Xerxes";271118356182;"2018-02-26 00:00:00";"508 6TH AVE SE";44.986;-93.246;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3058;"Xerxes";271118338557;"2018-02-26 00:00:00";"508 BRYANT AVE N";44.983;-93.291;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Sumner - Glenwood";"Near North";3
3059;"Xerxes";271118335834;"2018-02-26 00:00:00";"508 LYNDALE PL";44.983;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Sumner - Glenwood";"Near North";3
3060;"Xerxes";271118357509;"2018-02-26 00:00:00";"508 RIDGEWOOD AVE S";44.963;-93.285;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";7;"Steven's Square - Loring Heights";"Central";3
3061;"Xerxes";271118357488;"2018-02-25 00:00:00";"509 15TH ST W";44.968;-93.269;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";7;"Elliot Park";"Central";3
3062;"Xerxes";271118363961;"2018-02-27 00:00:00";"509 19TH ST E";44.964;-93.268;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Ventura Village";"Phillips";3
3063;"Xerxes";271118356471;"2018-02-26 00:00:00";"510 22ND ST W";44.961;-93.287;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3064;"Xerxes";271118354794;"2018-02-26 00:00:00";"510 45TH ST E";44.922;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Regina";"Nokomis";5
3065;"Xerxes";271118334127;"2018-02-26 00:00:00";"510 53RD ST W";44.907;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";11;"Tangletown";"Southwest";5
3066;"Xerxes";271118338558;"2018-02-26 00:00:00";"510 BRYANT AVE N";44.983;-93.291;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Sumner - Glenwood";"Near North";3
3067;"Xerxes";271118338564;"2018-02-26 00:00:00";"510 KNOX AVE N";44.983;-93.302;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Harrison";"Near North";3
3068;"Xerxes";271118359142;"2018-02-26 00:00:00";"5104 CAMDEN AVE N";45.048;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3069;"Xerxes";271118359143;"2018-02-26 00:00:00";"5106 CAMDEN AVE N";45.048;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3070;"Xerxes";271118362957;"2018-02-27 00:00:00";"511 22ND ST W";44.961;-93.286;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3071;"Xerxes";271118359144;"2018-02-26 00:00:00";"5110 CAMDEN AVE N";45.048;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3072;"Xerxes";271118359147;"2018-02-26 00:00:00";"5114 ALDRICH AVE N";45.048;-93.29;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3073;"Xerxes";271118358555;"2018-02-26 00:00:00";"512 11TH AVE SE";44.983;-93.239;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3074;"Xerxes";271118356213;"2018-02-26 00:00:00";"512 12TH AVE SE";44.983;-93.237;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3075;"Xerxes";271118357490;"2018-02-25 00:00:00";"512 15TH ST W";44.968;-93.268;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";7;"Elliot Park";"Central";3
3076;"Xerxes";271118359818;"2018-02-26 00:00:00";"512 33RD ST W";44.943;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3077;"Xerxes";271118352445;"2018-02-26 00:00:00";"512 34TH ST E";44.941;-93.269;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Central";"Powderhorn";5
3078;"Xerxes";271118342215;"2018-02-26 00:00:00";"512 34TH ST W";44.941;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Lyndale";"Powderhorn";5
3079;"Xerxes";271118356192;"2018-02-26 00:00:00";"512 8TH AVE SE";44.985;-93.243;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3080;"Xerxes";271118338549;"2018-02-26 00:00:00";"512 HUMBOLDT AVE N";44.983;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Harrison";"Near North";3
3081;"Xerxes";271118338574;"2018-02-26 00:00:00";"512 MORGAN AVE N";44.983;-93.305;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Harrison";"Near North";3
3082;"Xerxes";271118343282;"2018-02-25 00:00:00";"513 1ST ST N";44.988;-93.273;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3083;"Xerxes";271118359188;"2018-02-26 00:00:00";"5136 JAMES AVE N";45.049;-93.302;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Shingle Creek";"Camden";1
3084;"Xerxes";271118356470;"2018-02-26 00:00:00";"514 22ND ST W";44.961;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3085;"Xerxes";271118324617;"2018-02-26 00:00:00";"514 61ST ST E";44.893;-93.269;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";11;"Diamond Lake";"Nokomis";5
3086;"Xerxes";271118356253;"2018-02-26 00:00:00";"514 7TH ST SE";44.988;-93.245;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3087;"Xerxes";271118357491;"2018-02-25 00:00:00";"515 15TH ST W";44.968;-93.268;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";7;"Elliot Park";"Central";3
3088;"Xerxes";271118343281;"2018-02-25 00:00:00";"515 1ST ST N";44.988;-93.273;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3089;"Xerxes";271118354799;"2018-02-26 00:00:00";"5156 LUVERNE AVE S";44.909;-93.27;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";11;"Page";"Nokomis";5
3090;"Xerxes";271118356214;"2018-02-26 00:00:00";"516 12TH AVE SE";44.983;-93.237;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3091;"Xerxes";271118343279;"2018-02-25 00:00:00";"516 1ST ST N";44.988;-93.273;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3092;"Xerxes";271118333603;"2018-02-26 00:00:00";"516 25TH ST E";44.957;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3093;"Xerxes";271118355671;"2018-02-26 00:00:00";"516 4TH AVE SE";44.988;-93.249;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3094;"Xerxes";271118343280;"2018-02-25 00:00:00";"518 1ST ST N";44.988;-93.273;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3095;"Xerxes";271118359112;"2018-02-25 00:00:00";"518 4TH ST N";44.985;-93.278;1;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";3;"North Loop";"Central";1
3096;"Xerxes";271118356175;"2018-02-26 00:00:00";"518 5TH AVE SE";44.987;-93.247;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3097;"Xerxes";271118340047;"2018-02-26 00:00:00";"518 MORGAN AVE N";44.983;-93.304;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Harrison";"Near North";3
3098;"Xerxes";271118358556;"2018-02-26 00:00:00";"520 11TH AVE SE";44.983;-93.239;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3099;"Xerxes";271118352776;"2018-02-26 00:00:00";"520 43RD ST E";44.925;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Regina";"Nokomis";5
3100;"Xerxes";271118356244;"2018-02-26 00:00:00";"520 5TH ST SE";44.986;-93.247;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3101;"Xerxes";271118358540;"2018-02-26 00:00:00";"520 7TH AVE SE";44.986;-93.244;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3102;"Xerxes";271118356191;"2018-02-26 00:00:00";"520 8TH AVE SE";44.985;-93.243;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3103;"Xerxes";271118338559;"2018-02-26 00:00:00";"520 BRYANT AVE N";44.984;-93.291;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Sumner - Glenwood";"Near North";3
3104;"Xerxes";271118338575;"2018-02-26 00:00:00";"520 MORGAN AVE N";44.983;-93.304;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Harrison";"Near North";3
3105;"Xerxes";271118357510;"2018-02-26 00:00:00";"520 RIDGEWOOD AVE S";44.963;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";7;"Steven's Square - Loring Heights";"Central";3
3106;"Xerxes";271118343937;"2018-02-26 00:00:00";"5208 PARK AVE S";44.909;-93.265;2;"478.1000(a)";"Snow emergency parking restrictions - snow emergency route";11;"Page";"Nokomis";5
3107;"Xerxes";271118355414;"2018-02-26 00:00:00";"5210 35TH AVE S";44.909;-93.222;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";12;"Minnehaha";"Nokomis";6
3108;"Xerxes";271118359146;"2018-02-26 00:00:00";"5214 ALDRICH AVE N";45.05;-93.29;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3109;"Xerxes";271118359161;"2018-02-26 00:00:00";"5216 COLFAX AVE N";45.05;-93.293;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3110;"Xerxes";271118359175;"2018-02-26 00:00:00";"5216 FREMONT AVE N";45.05;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3111;"Xerxes";271118359162;"2018-02-26 00:00:00";"5218 COLFAX AVE N";45.05;-93.293;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3112;"Xerxes";271118358557;"2018-02-26 00:00:00";"522 11TH AVE SE";44.983;-93.239;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3113;"Xerxes";271118356215;"2018-02-26 00:00:00";"522 12TH AVE SE";44.983;-93.237;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3114;"Xerxes";271118356190;"2018-02-26 00:00:00";"522 8TH AVE SE";44.985;-93.243;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3115;"Xerxes";271118359174;"2018-02-26 00:00:00";"5220 FREMONT AVE N";45.05;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3116;"Xerxes";271118359173;"2018-02-26 00:00:00";"5234 FREMONT AVE N";45.05;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3117;"Xerxes";271118359172;"2018-02-26 00:00:00";"5238 FREMONT AVE N";45.051;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3118;"Xerxes";271118354793;"2018-02-26 00:00:00";"524 45TH ST E";44.922;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Regina";"Nokomis";5
3119;"Xerxes";271118356174;"2018-02-26 00:00:00";"524 5TH AVE SE";44.987;-93.247;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3120;"Xerxes";271118324616;"2018-02-26 00:00:00";"524 61ST ST E";44.893;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";11;"Diamond Lake";"Nokomis";5
3121;"Xerxes";271118356189;"2018-02-26 00:00:00";"524 8TH AVE SE";44.986;-93.243;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3122;"Xerxes";271118359171;"2018-02-26 00:00:00";"5240 FREMONT AVE N";45.051;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3123;"Xerxes";271118359163;"2018-02-26 00:00:00";"5242 DUPONT AVE N";45.051;-93.294;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3124;"Xerxes";271118359170;"2018-02-26 00:00:00";"5242 FREMONT AVE N";45.051;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3125;"Xerxes";271118359169;"2018-02-26 00:00:00";"5244 FREMONT AVE N";45.051;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3126;"Xerxes";271118359187;"2018-02-26 00:00:00";"5246 GIRARD AVE N";45.051;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3127;"Xerxes";271118359145;"2018-02-26 00:00:00";"5248 CAMDEN AVE N";45.051;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3128;"Xerxes";271118356469;"2018-02-26 00:00:00";"526 22ND ST W";44.961;-93.287;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3129;"Xerxes";271118355664;"2018-02-26 00:00:00";"526 2ND AVE SE";44.989;-93.251;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3130;"Xerxes";271118352446;"2018-02-26 00:00:00";"526 34TH ST E";44.941;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Central";"Powderhorn";5
3131;"Xerxes";271118352764;"2018-02-26 00:00:00";"526 39TH ST E";44.932;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Bryant";"Powderhorn";5
3132;"Xerxes";271118354792;"2018-02-26 00:00:00";"526 45TH ST E";44.922;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";8;"Regina";"Nokomis";5
3133;"Xerxes";271118348388;"2018-02-26 00:00:00";"526 52ND AVE N";45.049;-93.29;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Lind - Bohanon";"Camden";1
3134;"Xerxes";271118356188;"2018-02-26 00:00:00";"526 8TH AVE SE";44.985;-93.242;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3135;"Xerxes";271118314235;"2018-02-27 00:00:00";"527 47TH AVE N";45.04;-93.287;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Lind - Bohanon";"Camden";1
3136;"Xerxes";271118358558;"2018-02-26 00:00:00";"528 11TH AVE SE";44.984;-93.238;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3137;"Xerxes";271118356468;"2018-02-26 00:00:00";"528 22ND ST W";44.961;-93.287;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3138;"Xerxes";271118352447;"2018-02-26 00:00:00";"528 34TH ST E";44.941;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Central";"Powderhorn";5
3139;"Xerxes";271118356167;"2018-02-26 00:00:00";"528 3RD AVE SE";44.988;-93.25;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3140;"Xerxes";271118356245;"2018-02-26 00:00:00";"528 5TH ST SE";44.986;-93.247;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";3;"Marcy Holmes";"University";4
3141;"Xerxes";271118314234;"2018-02-27 00:00:00";"529 47TH AVE N";45.04;-93.288;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";4;"Lind - Bohanon";"Camden";1
