"FID";"snow_emergency_name";"service_date";"address";"latitude";"longitude";"day_id";"ward";"neighborhood";"community";"tow_district"
28;"Xerxes";"2018-02-24 00:00:00";"799 MAIN ST SE,Minneapolis,MN";44.981;-93.248;1;3;"Marcy Holmes";"University";4
29;"Xerxes";"2018-02-24 00:00:00";"3100 13th ave s,Minneapolis,MN";44.946;-93.257;2;9;"Powderhorn Park";"Powderhorn";6
30;"Xerxes";"2018-02-24 00:00:00";"418 7th st se,Minneapolis,MN";44.988;-93.247;2;3;"Marcy Holmes";"University";4
31;"Xerxes";"2018-02-24 00:00:00";"2326 32nd st,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
32;"Xerxes";"2018-02-24 00:00:00";"3204 22nd ave,Minneapolis,MN";44.944;-93.241;2;9;"Corcoran";"Powderhorn";6
33;"Xerxes";"2018-02-24 00:00:00";"33RD & BLOOMINGTON AVE S,Minneapolis,MN";44.943;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
34;"Xerxes";"2018-02-24 00:00:00";"2318 32nd st e,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
35;"Xerxes";"2018-02-24 00:00:00";"1840 33 st e,Minneapolis,MN";44.943;-93.246;2;9;"Corcoran";"Powderhorn";6
36;"Xerxes";"2018-02-24 00:00:00";"4217 CHICAGO AVE S,Minneapolis,MN";44.926;-93.262;1;8;"Northrop";"Nokomis";6
37;"Xerxes";"2018-02-24 00:00:00";"3407 BLOOMINGTON AVE S,Minneapolis,MN";44.941;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
38;"Xerxes";"2018-02-24 00:00:00";"2328 32ND ST E,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
39;"Xerxes";"2018-02-24 00:00:00";"2314 32ND ST E,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
40;"Xerxes";"2018-02-24 00:00:00";"3008 13th av s,Minneapolis,MN";44.948;-93.257;2;9;"Powderhorn Park";"Powderhorn";6
41;"Xerxes";"2018-02-24 00:00:00";"3438 BLOOMINGTON AVE S,Minneapolis,MN";44.94;-93.253;1;9;"Powderhorn Park";"Powderhorn";6
42;"Xerxes";"2018-02-24 00:00:00";"3240 18th ave ,Minneapolis,MN";44.943;-93.249;2;9;"Powderhorn Park";"Powderhorn";6
43;"Xerxes";"2018-02-24 00:00:00";"3413 BLOOMINGTON AVE S,Minneapolis,MN";44.941;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
44;"Xerxes";"2018-02-24 00:00:00";"4325 BLOOMINGTON AVE S,Minneapolis,MN";44.924;-93.252;1;11;"Northrop";"Nokomis";6
45;"Xerxes";"2018-02-24 00:00:00";"1840 32nd st,Minneapolis,MN";44.945;-93.246;2;9;"Corcoran";"Powderhorn";6
46;"Xerxes";"2018-02-24 00:00:00";"2330 32nd st,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
47;"Xerxes";"2018-02-24 00:00:00";"3128 22ND AVE S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
48;"Xerxes";"2018-02-24 00:00:00";"3124 22ND AVE S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
49;"Xerxes";"2018-02-24 00:00:00";"4602 Bloomington Ave South,Minneapolis,MN";44.92;-93.252;1;11;"Northrop";"Nokomis";6
50;"Xerxes";"2018-02-24 00:00:00";"3350 BLOOMINGTON AVE S,Minneapolis,MN";44.942;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
51;"Xerxes";"2018-02-24 00:00:00";"4325 Bloomington ave s,Minneapolis,MN";44.924;-93.252;1;11;"Northrop";"Nokomis";6
52;"Xerxes";"2018-02-24 00:00:00";"3524 BLOOMINGTON AVE S,Minneapolis,MN";44.939;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
53;"Xerxes";"2018-02-24 00:00:00";"3032 15th av s,Minneapolis,MN";44.947;-93.254;2;9;"Powderhorn Park";"Powderhorn";6
54;"Xerxes";"2018-02-24 00:00:00";"3020 33rd ave s ,Minneapolis,MN";44.948;-93.225;2;2;"Longfellow";"Longfellow";6
55;"Xerxes";"2018-02-24 00:00:00";"3200 15th ave s,Minneapolis,MN";44.945;-93.254;2;9;"Powderhorn Park";"Powderhorn";6
56;"Xerxes";"2018-02-24 00:00:00";"4158 snelling,Minneapolis,MN";44.927;-93.221;2;12;"Hiawatha";"Longfellow";6
57;"Xerxes";"2018-02-24 00:00:00";"3040 33RD AVE S,Minneapolis,MN";44.947;-93.225;2;2;"Longfellow";"Longfellow";6
58;"Xerxes";"2018-02-24 00:00:00";"3704 BLOOMINGTON AVE S,Minneapolis,MN";44.936;-93.253;1;9;"Powderhorn Park";"Powderhorn";6
59;"Xerxes";"2018-02-24 00:00:00";"4015 BLOOMINGTON AVE S,Minneapolis,MN";44.93;-93.252;1;8;"Bancroft";"Powderhorn";6
60;"Xerxes";"2018-02-24 00:00:00";"3744 SNELLING AVE S,Minneapolis,MN";44.935;-93.226;2;12;"Howe";"Longfellow";6
61;"Xerxes";"2018-02-24 00:00:00";"4130 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
62;"Xerxes";"2018-02-24 00:00:00";"5046 BLOOMINGTON AVE S,Minneapolis,MN";44.911;-93.252;1;11;"Hale";"Nokomis";6
63;"Xerxes";"2018-02-24 00:00:00";"3118 22ND AVE S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
64;"Xerxes";"2018-02-24 00:00:00";"4130 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
65;"Xerxes";"2018-02-24 00:00:00";"4130 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
66;"Xerxes";"2018-02-24 00:00:00";"4058 28TH AVE S,Minneapolis,MN";44.929;-93.232;1;12;"Standish";"Powderhorn";6
67;"Xerxes";"2018-02-24 00:00:00";"4131 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
68;"Xerxes";"2018-02-24 00:00:00";"4518 14th ave s,Minneapolis,MN";44.921;-93.255;2;11;"Northrop";"Nokomis";6
69;"Xerxes";"2018-02-24 00:00:00";"4032 14th ave s ,Minneapolis,MN";44.93;-93.255;2;8;"Bancroft";"Powderhorn";6
70;"Xerxes";"2018-02-24 00:00:00";"3948 14th Avenue South,Minneapolis,MN";44.931;-93.255;2;8;"Bancroft";"Powderhorn";6
71;"Xerxes";"2018-02-24 00:00:00";"3506 14th ave s,Minneapolis,MN";44.939;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
72;"Xerxes";"2018-02-24 00:00:00";"4048 14th ave s,Minneapolis,MN";44.929;-93.255;2;8;"Bancroft";"Powderhorn";6
73;"Xerxes";"2018-02-24 00:00:00";"3744 14th ave S,Minneapolis,MN";44.934;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
74;"Xerxes";"2018-02-24 00:00:00";"3526 13th ave s ,Minneapolis,MN";44.939;-93.257;2;9;"Powderhorn Park";"Powderhorn";6
75;"Xerxes";"2018-02-24 00:00:00";"4026 14th ave S,Minneapolis,MN";44.93;-93.255;2;8;"Bancroft";"Powderhorn";6
76;"Xerxes";"2018-02-24 00:00:00";"3730 14th ave s,Minneapolis,MN";44.935;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
77;"Xerxes";"2018-02-24 00:00:00";"4316 12th Avenue South,Minneapolis,MN";44.925;-93.258;2;11;"Northrop";"Nokomis";6
78;"Xerxes";"2018-02-24 00:00:00";"3608 12th av s,Minneapolis,MN";44.937;-93.258;2;9;"Powderhorn Park";"Powderhorn";6
79;"Xerxes";"2018-02-24 00:00:00";"3604 12th ave s,Minneapolis,MN";44.937;-93.258;2;9;"Powderhorn Park";"Powderhorn";6
80;"Xerxes";"2018-02-24 00:00:00";"3518 11th ave s ,Minneapolis,MN";44.939;-93.259;2;9;"Powderhorn Park";"Powderhorn";6
81;"Xerxes";"2018-02-24 00:00:00";"3518 26th Avenue South,Minneapolis,MN";44.939;-93.235;2;9;"Corcoran";"Powderhorn";6
82;"Xerxes";"2018-02-24 00:00:00";"3410 26th Avenue South,Minneapolis,MN";44.941;-93.235;2;9;"Corcoran";"Powderhorn";6
83;"Xerxes";"2018-02-24 00:00:00";"3944 11th Avenue South,Minneapolis,MN";44.931;-93.259;2;8;"Bancroft";"Powderhorn";6
84;"Xerxes";"2018-02-24 00:00:00";"4204 12th ave s,Minneapolis,MN";44.927;-93.258;2;8;"Northrop";"Nokomis";6
85;"Xerxes";"2018-02-24 00:00:00";"3720 14th ave,Minneapolis,MN";44.935;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
86;"Xerxes";"2018-02-24 00:00:00";"4410 15TH AVE S,Minneapolis,MN";44.923;-93.254;2;11;"Northrop";"Nokomis";6
87;"Xerxes";"2018-02-24 00:00:00";"3930 13th ave s,Minneapolis,MN";44.931;-93.256;2;8;"Bancroft";"Powderhorn";6
88;"Xerxes";"2018-02-24 00:00:00";"4028 11th ave S,Minneapolis,MN";44.93;-93.259;2;8;"Bancroft";"Powderhorn";6
89;"Xerxes";"2018-02-24 00:00:00";"4862 15TH AVE S,Minneapolis,MN";44.914;-93.254;2;11;"Northrop";"Nokomis";6
90;"Xerxes";"2018-02-24 00:00:00";"3522 15th av s,Minneapolis,MN";44.939;-93.254;2;9;"Powderhorn Park";"Powderhorn";6
91;"Xerxes";"2018-02-24 00:00:00";"1522 41St st e,Minneapolis,MN";44.929;-93.253;2;8;"Bancroft";"Powderhorn";6
92;"Xerxes";"2018-02-24 00:00:00";"3624 10th Avenue South,Minneapolis,MN";44.937;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
93;"Xerxes";"2018-02-24 00:00:00";"2728 41ST ST E,Minneapolis,MN";44.929;-93.233;2;12;"Standish";"Powderhorn";6
94;"Xerxes";"2018-02-24 00:00:00";"2712 41ST ST E,Minneapolis,MN";44.929;-93.233;2;12;"Standish";"Powderhorn";6
95;"Xerxes";"2018-02-24 00:00:00";"4340 Elliot ave,Minneapolis,MN";44.924;-93.262;2;11;"Northrop";"Nokomis";6
96;"Xerxes";"2018-02-24 00:00:00";"4006 11th av s,Minneapolis,MN";44.93;-93.259;2;8;"Bancroft";"Powderhorn";6
97;"Xerxes";"2018-02-24 00:00:00";"3324 21st Avenue,Minneapolis,MN";44.942;-93.243;2;9;"Corcoran";"Powderhorn";6
98;"Xerxes";"2018-02-24 00:00:00";"3632 Elliot ave s ,Minneapolis,MN";44.937;-93.261;2;9;"Powderhorn Park";"Powderhorn";6
99;"Xerxes";"2018-02-24 00:00:00";"3018 longfellow AVE S,Minneapolis,MN";44.948;-93.246;2;9;"Corcoran";"Powderhorn";6
100;"Xerxes";"2018-02-24 00:00:00";"3428 19th ave S,Minneapolis,MN";44.94;-93.245;2;9;"Corcoran";"Powderhorn";6
101;"Xerxes";"2018-02-24 00:00:00";"3418 elliot,Minneapolis,MN";44.941;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
102;"Xerxes";"2018-02-24 00:00:00";"5152 15TH AVE S,Minneapolis,MN";44.909;-93.254;2;11;"Hale";"Nokomis";6
103;"Xerxes";"2018-02-24 00:00:00";"5140 15TH AVE S,Minneapolis,MN";44.909;-93.254;2;11;"Hale";"Nokomis";6
104;"Xerxes";"2018-02-24 00:00:00";"804 40th st e,Minneapolis,MN";44.931;-93.262;2;8;"Bancroft";"Powderhorn";6
105;"Xerxes";"2018-02-24 00:00:00";"3216 24th Avenue,Minneapolis,MN";44.944;-93.238;2;9;"Corcoran";"Powderhorn";6
106;"Xerxes";"2018-02-24 00:00:00";"4747 Chicago,Minneapolis,MN";44.916;-93.262;1;11;"Northrop";"Nokomis";6
107;"Xerxes";"2018-02-24 00:00:00";"3917 CHICAGO AVE S,Minneapolis,MN";44.932;-93.262;1;8;"Bancroft";"Powderhorn";6
108;"Xerxes";"2018-02-24 00:00:00";"4129 Chicago Ave S,Minneapolis,MN";44.928;-93.262;1;8;"Bancroft";"Powderhorn";6
109;"Xerxes";"2018-02-24 00:00:00";"3920 Elliot ave s ,Minneapolis,MN";44.932;-93.261;2;8;"Bancroft";"Powderhorn";6
110;"Xerxes";"2018-02-24 00:00:00";"3112 22nd ave S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
111;"Xerxes";"2018-02-24 00:00:00";"3144 22nd ave,Minneapolis,MN";44.945;-93.241;2;9;"Corcoran";"Powderhorn";6
112;"Xerxes";"2018-02-24 00:00:00";"3204 10th av s,Minneapolis,MN";44.945;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
113;"Xerxes";"2018-02-24 00:00:00";"3604 Eliot ave,Minneapolis,MN";44.938;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
114;"Xerxes";"2018-02-24 00:00:00";"3206 Elliot ave ,Minneapolis,MN";44.944;-93.261;2;9;"Powderhorn Park";"Powderhorn";6
115;"Xerxes";"2018-02-24 00:00:00";"3200 24th Avenue South,Minneapolis,MN";44.945;-93.237;2;9;"Corcoran";"Powderhorn";6
116;"Xerxes";"2018-02-24 00:00:00";"3032 Elliot av s,Minneapolis,MN";44.947;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
117;"Xerxes";"2018-02-24 00:00:00";"3722 29th Avenue South,Minneapolis,MN";44.935;-93.231;2;12;"Standish";"Powderhorn";6
118;"Xerxes";"2018-02-24 00:00:00";"3746 29th Avenue South,Minneapolis,MN";44.935;-93.231;2;12;"Standish";"Powderhorn";6
119;"Xerxes";"2018-02-24 00:00:00";"3138 22nd ave S,Minneapolis,MN";44.945;-93.241;2;9;"Corcoran";"Powderhorn";6
120;"Xerxes";"2018-02-24 00:00:00";"6021 CHICAGO AVE S,Minneapolis,MN";44.894;-93.263;1;11;"Diamond Lake";"Nokomis";6
121;"Xerxes";"2018-02-24 00:00:00";"3238 Elliot ave ,Minneapolis,MN";44.944;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
122;"Xerxes";"2018-02-24 00:00:00";"3142 22nd aVE S,Minneapolis,MN";44.945;-93.241;2;9;"Corcoran";"Powderhorn";6
123;"Xerxes";"2018-02-25 00:00:00";"3151 14TH AVE S,Minneapolis,MN";44.945;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
124;"Xerxes";"2018-02-25 00:00:00";"3047 14TH AVE S,Minneapolis,MN";44.947;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
125;"Xerxes";"2018-02-25 00:00:00";"1309 powderhorn ter,Minneapolis,MN";44.946;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
126;"Xerxes";"2018-02-25 00:00:00";"3145 elliot,Minneapolis,MN";44.945;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
127;"Xerxes";"2018-02-25 00:00:00";"3151 elliot,Minneapolis,MN";44.945;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
128;"Xerxes";"2018-02-25 00:00:00";"3055 18th ave s,Minneapolis,MN";44.947;-93.249;3;9;"Powderhorn Park";"Powderhorn";6
129;"Xerxes";"2018-02-25 00:00:00";"4117 11TH AVE S,Minneapolis,MN";44.928;-93.258;3;8;"Bancroft";"Powderhorn";6
130;"Xerxes";"2018-02-25 00:00:00";"3125 21st ave s,Minneapolis,MN";44.946;-93.242;3;9;"Corcoran";"Powderhorn";6
131;"Xerxes";"2018-02-25 00:00:00";"3045 18TH AVE S,Minneapolis,MN";44.947;-93.249;3;9;"Powderhorn Park";"Powderhorn";6
132;"Xerxes";"2018-02-25 00:00:00";"3047 18TH AVE S,Minneapolis,MN";44.947;-93.249;3;9;"Powderhorn Park";"Powderhorn";6
133;"Xerxes";"2018-02-25 00:00:00";"3053 15TH AV S,Minneapolis,MN";44.947;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
134;"Xerxes";"2018-02-25 00:00:00";"3109 10TH AVE S,Minneapolis,MN";44.946;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
135;"Xerxes";"2018-02-25 00:00:00";"3131 15TH AVE S,Minneapolis,MN";44.946;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
136;"Xerxes";"2018-02-25 00:00:00";"1213 powderhorn ter,Minneapolis,MN";44.946;-93.257;3;9;"Powderhorn Park";"Powderhorn";6
137;"Xerxes";"2018-02-25 00:00:00";"3119 22nd ave,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
138;"Xerxes";"2018-02-25 00:00:00";"3113 21st ave s,Minneapolis,MN";44.946;-93.242;3;9;"Corcoran";"Powderhorn";6
139;"Xerxes";"2018-02-25 00:00:00";"3019 29th ave s,Minneapolis,MN";44.948;-93.23;2;2;"Longfellow";"Longfellow";6
140;"Xerxes";"2018-02-25 00:00:00";"809 32ND ST E,Minneapolis,MN";44.945;-93.263;3;9;"Powderhorn Park";"Powderhorn";6
141;"Xerxes";"2018-02-25 00:00:00";"3125 14th Ave South,Minneapolis,MN";44.946;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
142;"Xerxes";"2018-02-25 00:00:00";"3059 14TH AVE S,Minneapolis,MN";44.947;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
143;"Xerxes";"2018-02-25 00:00:00";"3035 30th ave s ,Minneapolis,MN";44.947;-93.228;2;2;"Longfellow";"Longfellow";6
144;"Xerxes";"2018-02-25 00:00:00";"3407 17th Ave South,Minneapolis,MN";44.941;-93.25;3;9;"Powderhorn Park";"Powderhorn";6
145;"Xerxes";"2018-02-25 00:00:00";"3653 18TH AVE S,Minneapolis,MN";44.936;-93.248;3;9;"Powderhorn Park";"Powderhorn";6
146;"Xerxes";"2018-02-25 00:00:00";"1541 34TH ST E,Minneapolis,MN";44.941;-93.252;3;9;"Powderhorn Park";"Powderhorn";6
147;"Xerxes";"2018-02-25 00:00:00";"3509 smelling ave,Minneapolis,MN";44.939;-93.229;3;12;"Howe";"Longfellow";6
148;"Xerxes";"2018-02-25 00:00:00";"3443 Snelling Avenue South,Minneapolis,MN";44.94;-93.23;3;12;"Howe";"Longfellow";6
149;"Xerxes";"2018-02-25 00:00:00";"1845 36th st e,Minneapolis,MN";44.938;-93.246;3;12;"Standish";"Powderhorn";6
150;"Xerxes";"2018-02-25 00:00:00";"1907 33rd st,Minneapolis,MN";44.943;-93.245;3;9;"Corcoran";"Powderhorn";6
151;"Xerxes";"2018-02-25 00:00:00";"4311 14th ave s,Minneapolis,MN";44.925;-93.255;3;11;"Northrop";"Nokomis";6
152;"Xerxes";"2018-02-25 00:00:00";"3941 14th Avenue South,Minneapolis,MN";44.931;-93.255;3;8;"Bancroft";"Powderhorn";6
153;"Xerxes";"2018-02-25 00:00:00";"4331 13th ave s ,Minneapolis,MN";44.924;-93.256;3;11;"Northrop";"Nokomis";6
154;"Xerxes";"2018-02-25 00:00:00";"3749 12th ave S,Minneapolis,MN";44.934;-93.257;3;9;"Powderhorn Park";"Powderhorn";6
155;"Xerxes";"2018-02-25 00:00:00";"4849 14th ave S,Minneapolis,MN";44.915;-93.255;3;11;"Northrop";"Nokomis";6
156;"Xerxes";"2018-02-25 00:00:00";"3837 12TH AVE S,Minneapolis,MN";44.933;-93.257;3;8;"Bancroft";"Powderhorn";6
157;"Xerxes";"2018-02-25 00:00:00";"3709 12TH AVE S,Minneapolis,MN";44.936;-93.257;3;9;"Powderhorn Park";"Powderhorn";6
158;"Xerxes";"2018-02-25 00:00:00";"1503 40th Street East,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
159;"Xerxes";"2018-02-25 00:00:00";"3431 15th ave s ,Minneapolis,MN";44.94;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
160;"Xerxes";"2018-02-25 00:00:00";"3429 15th ave s,Minneapolis,MN";44.94;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
161;"Xerxes";"2018-02-25 00:00:00";"1419 40th Street E,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
162;"Xerxes";"2018-02-25 00:00:00";"1427 40th Street,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
163;"Xerxes";"2018-02-25 00:00:00";"1805 39th Street East,Minneapolis,MN";44.932;-93.248;3;8;"Bancroft";"Powderhorn";6
164;"Xerxes";"2018-02-25 00:00:00";"4301 11th ave s,Minneapolis,MN";44.925;-93.258;3;11;"Northrop";"Nokomis";6
165;"Xerxes";"2018-02-25 00:00:00";"3549 11th ave s,Minneapolis,MN";44.938;-93.259;3;9;"Powderhorn Park";"Powderhorn";6
166;"Xerxes";"2018-02-25 00:00:00";"1413 40TH ST E,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
167;"Xerxes";"2018-02-25 00:00:00";"3143 15th ave ,Minneapolis,MN";44.945;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
168;"Xerxes";"2018-02-25 00:00:00";"1405 40TH ST E,Minneapolis,MN";44.93;-93.255;3;8;"Bancroft";"Powderhorn";6
169;"Xerxes";"2018-02-25 00:00:00";"3129 15th av s,Minneapolis,MN";44.946;-93.254;3;9;"Powderhorn Park";"Powderhorn";6
170;"Xerxes";"2018-02-25 00:00:00";"3755 elliot,Minneapolis,MN";44.934;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
171;"Xerxes";"2018-02-25 00:00:00";"4037 11th ave,Minneapolis,MN";44.929;-93.258;3;8;"Bancroft";"Powderhorn";6
172;"Xerxes";"2018-02-25 00:00:00";"4149 23rd ave s,Minneapolis,MN";44.927;-93.238;3;12;"Standish";"Powderhorn";6
173;"Xerxes";"2018-02-25 00:00:00";"1109 37th Street East,Minneapolis,MN";44.936;-93.258;3;9;"Powderhorn Park";"Powderhorn";6
174;"Xerxes";"2018-02-25 00:00:00";"3421 15th ave s,Minneapolis,MN";44.941;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
175;"Xerxes";"2018-02-25 00:00:00";"1533 37th st e,Minneapolis,MN";44.936;-93.252;3;9;"Powderhorn Park";"Powderhorn";6
176;"Xerxes";"2018-02-25 00:00:00";"3217 10th av s,Minneapolis,MN";44.943;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
177;"Xerxes";"2018-02-25 00:00:00";"3133 ELLIOT AVE,Minneapolis,MN";44.946;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
178;"Xerxes";"2018-02-25 00:00:00";"3547 22nd ave s ,Minneapolis,MN";44.938;-93.24;3;9;"Corcoran";"Powderhorn";6
179;"Xerxes";"2018-02-25 00:00:00";"3145 15TH AVE S,Minneapolis,MN";44.945;-93.254;3;9;"Powderhorn Park";"Powderhorn";6
180;"Xerxes";"2018-02-25 00:00:00";"3111 15th ave S,Minneapolis,MN";44.946;-93.254;3;9;"Powderhorn Park";"Powderhorn";6
181;"Xerxes";"2018-02-25 00:00:00";"3227 10th ave S,Minneapolis,MN";44.943;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
182;"Xerxes";"2018-02-25 00:00:00";"3310 10th ave s,Minneapolis,MN";44.943;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
183;"Xerxes";"2018-02-25 00:00:00";"3127 10th Avenue South,Minneapolis,MN";44.946;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
184;"Xerxes";"2018-02-25 00:00:00";"3029 11th ave s,Minneapolis,MN";44.947;-93.259;3;9;"Powderhorn Park";"Powderhorn";6
185;"Xerxes";"2018-02-25 00:00:00";"3045 11th av s,Minneapolis,MN";44.947;-93.259;2;9;"Powderhorn Park";"Powderhorn";6
