"FID";"snow_emergency_name";"citation";"service_date";"address";"latitude";"longitude";"day_id";"ordinance_id";"ordinance_desc";"ward";"neighborhood";"community";"tow_district"
3019;"Yardville";271118352197;"2018-02-24 00:00:00";"2815 PILLSBURY AVE";44.952;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3020;"Yardville";271118346646;"2018-02-24 00:00:00";"2816 COLUMBUS AVE S";44.951;-93.264;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3021;"Yardville";271118336849;"2018-02-24 00:00:00";"2816 DELAWARE ST SE";44.97;-93.218;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3022;"Yardville";271118344177;"2018-02-24 00:00:00";"2816 GIRARD AVE N";45.009;-93.297;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Jordan";"Near North";1
3023;"Yardville";271118356017;"2018-02-25 00:00:00";"2817 BRYANT AVE N";45.009;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3024;"Yardville";271118351841;"2018-02-25 00:00:00";"2817 COLUMBUS AVE S";44.951;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3025;"Yardville";271118358178;"2018-02-25 00:00:00";"2817 GARFIELD AVE S";44.951;-93.287;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3026;"Yardville";271118358118;"2018-02-25 00:00:00";"2817 GRAND AVE S";44.952;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3027;"Yardville";271118352291;"2018-02-24 00:00:00";"2818 ALDRICH AVE N";45.009;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3028;"Yardville";271118336850;"2018-02-24 00:00:00";"2818 DELAWARE ST SE";44.97;-93.218;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3029;"Yardville";271118351820;"2018-02-25 00:00:00";"2819 11TH AVE S";44.975;-93.279;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Downtown West";"Central";3
3030;"Yardville";271118355991;"2018-02-25 00:00:00";"2819 ALDRICH AVE N";45.009;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3031;"Yardville";271118356073;"2018-02-25 00:00:00";"2819 COLFAX AVE N";45.009;-93.292;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3032;"Yardville";271118351840;"2018-02-25 00:00:00";"2819 COLUMBUS AVE S";44.951;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3033;"Yardville";271118358179;"2018-02-25 00:00:00";"2819 GARFIELD AVE S";44.951;-93.287;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3034;"Yardville";271118353378;"2018-02-25 00:00:00";"2819 GIRARD AVE N";45.009;-93.297;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3035;"Yardville";271118358119;"2018-02-25 00:00:00";"2819 GRAND AVE S";44.951;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3036;"Yardville";271118358096;"2018-02-25 00:00:00";"2819 PILLSBURY AVE";44.951;-93.281;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3037;"Yardville";271118352597;"2018-02-24 00:00:00";"2820 COLFAX AVE N";45.009;-93.292;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3038;"Yardville";271118339892;"2018-02-24 00:00:00";"2820 DREW AVE S";44.95;-93.326;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";7;"Cedar - Isles - Dean";"Calhoun Isle";3
3039;"Yardville";271118352198;"2018-02-24 00:00:00";"2820 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3040;"Yardville";271118350724;"2018-02-24 00:00:00";"2820 PLEASANT AVE";44.951;-93.283;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3041;"Yardville";271118351839;"2018-02-25 00:00:00";"2821 COLUMBUS AVE S";44.951;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3042;"Yardville";271118353379;"2018-02-25 00:00:00";"2821 GIRARD AVE N";45.009;-93.297;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3043;"Yardville";271118358120;"2018-02-25 00:00:00";"2821 GRAND AVE S";44.951;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3044;"Yardville";271118352290;"2018-02-24 00:00:00";"2822 ALDRICH AVE N";45.009;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3045;"Yardville";271118352308;"2018-02-24 00:00:00";"2822 BRYANT AVE N";45.009;-93.291;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3046;"Yardville";271118336851;"2018-02-24 00:00:00";"2822 DELAWARE ST SE";44.97;-93.218;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3047;"Yardville";271118352199;"2018-02-24 00:00:00";"2822 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3048;"Yardville";271118351821;"2018-02-25 00:00:00";"2823 11TH AVE S";44.975;-93.279;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Downtown West";"Central";3
3049;"Yardville";271118343075;"2018-02-25 00:00:00";"2823 39TH ST E";44.932;-93.231;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Standish";"Powderhorn";6
3050;"Yardville";271118351680;"2018-02-25 00:00:00";"2823 51ST ST E";44.911;-93.231;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Keewaydin";"Nokomis";6
3051;"Yardville";271118355990;"2018-02-25 00:00:00";"2823 ALDRICH AVE N";45.009;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3052;"Yardville";271118352289;"2018-02-24 00:00:00";"2824 ALDRICH AVE N";45.009;-93.289;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3053;"Yardville";271118339893;"2018-02-24 00:00:00";"2824 DREW AVE S";44.95;-93.326;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";7;"Cedar - Isles - Dean";"Calhoun Isle";3
3054;"Yardville";271118348692;"2018-02-24 00:00:00";"2824 OAKLAND AVE S";44.951;-93.266;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3055;"Yardville";271118352200;"2018-02-24 00:00:00";"2824 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3056;"Yardville";271118343076;"2018-02-25 00:00:00";"2825 39TH ST E";44.932;-93.231;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Standish";"Powderhorn";6
3057;"Yardville";271118357627;"2018-02-25 00:00:00";"2825 ALDRICH AVE S";44.952;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3058;"Yardville";271118358121;"2018-02-25 00:00:00";"2825 GRAND AVE S";44.951;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3059;"Yardville";271118356792;"2018-02-25 00:00:00";"2825 IRVING AVE N";45.009;-93.299;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3060;"Yardville";271118342005;"2018-02-24 00:00:00";"2826 39TH AVE N";45.026;-93.313;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Victory";"Camden";1
3061;"Yardville";271118347444;"2018-02-24 00:00:00";"2826 HUMBOLDT AVE N";45.009;-93.298;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Jordan";"Near North";1
3062;"Yardville";271118352201;"2018-02-24 00:00:00";"2826 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3063;"Yardville";271118351681;"2018-02-25 00:00:00";"2827 51ST ST E";44.911;-93.231;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";12;"Keewaydin";"Nokomis";6
3064;"Yardville";271118351093;"2018-02-25 00:00:00";"2827 5TH AVE S";44.951;-93.269;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3065;"Yardville";271118358122;"2018-02-25 00:00:00";"2827 GRAND AVE S";44.951;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3066;"Yardville";271118352794;"2018-02-25 00:00:00";"2827 HUMBOLDT AVE S";44.951;-93.301;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"East Isles";"Calhoun Isle";3
3067;"Yardville";271118339891;"2018-02-24 00:00:00";"2828 CHOWEN AVE S";44.951;-93.325;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";7;"Cedar - Isles - Dean";"Calhoun Isle";3
3068;"Yardville";271118346641;"2018-02-24 00:00:00";"2828 COLUMBUS AVE S";44.951;-93.265;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3069;"Yardville";271118348691;"2018-02-24 00:00:00";"2828 OAKLAND AVE S";44.951;-93.266;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3070;"Yardville";271118351822;"2018-02-25 00:00:00";"2829 11TH AVE S";44.975;-93.279;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"Downtown West";"Central";3
3071;"Yardville";271118353239;"2018-02-25 00:00:00";"2829 33RD ST E";44.943;-93.231;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Longfellow";"Longfellow";6
3072;"Yardville";271118358097;"2018-02-25 00:00:00";"2829 PILLSBURY AVE";44.951;-93.281;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3073;"Yardville";271118347574;"2018-02-24 00:00:00";"2830 32ND AVE S";44.951;-93.226;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Longfellow";"Longfellow";4
3074;"Yardville";271118352202;"2018-02-24 00:00:00";"2830 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3075;"Yardville";271118350723;"2018-02-24 00:00:00";"2830 PLEASANT AVE";44.951;-93.283;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3076;"Yardville";271118351111;"2018-02-25 00:00:00";"2831 COLUMBUS AVE S";44.951;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3077;"Yardville";271118358123;"2018-02-25 00:00:00";"2831 GRAND AVE S";44.951;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3078;"Yardville";271118352787;"2018-02-25 00:00:00";"2831 HUMBOLDT AVE S";44.949;-93.301;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"East Isles";"Calhoun Isle";3
3079;"Yardville";271118346644;"2018-02-24 00:00:00";"2832 COLUMBUS AVE S";44.951;-93.264;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3080;"Yardville";271118354684;"2018-02-24 00:00:00";"2832 GARFIELD AVE S";44.951;-93.287;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3081;"Yardville";271118348690;"2018-02-24 00:00:00";"2832 OAKLAND AVE S";44.95;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3082;"Yardville";271118352538;"2018-02-25 00:00:00";"2833 12TH AVE S";44.951;-93.258;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Midtown Phillips";"Phillips";3
3083;"Yardville";271118351112;"2018-02-25 00:00:00";"2833 COLUMBUS AVE S";44.951;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3084;"Yardville";271118352004;"2018-02-24 00:00:00";"2834 HARRIET AVE S";44.951;-93.286;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3085;"Yardville";271118352539;"2018-02-25 00:00:00";"2835 12TH AVE S";44.951;-93.258;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Midtown Phillips";"Phillips";3
3086;"Yardville";271118355606;"2018-02-25 00:00:00";"2835 HARRIET AVE S";44.951;-93.286;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3087;"Yardville";271118352786;"2018-02-25 00:00:00";"2835 HUMBOLDT AVE S";44.949;-93.301;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";7;"East Isles";"Calhoun Isle";3
3088;"Yardville";271118354865;"2018-02-25 00:00:00";"2835 STEVENS AVE S";44.951;-93.275;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3089;"Yardville";271118354866;"2018-02-25 00:00:00";"2835 STEVENS AVE S";44.951;-93.275;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3090;"Yardville";271118336852;"2018-02-24 00:00:00";"2836 DELAWARE ST SE";44.97;-93.218;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3091;"Yardville";271118348689;"2018-02-24 00:00:00";"2836 OAKLAND AVE S";44.95;-93.267;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3092;"Yardville";271118358180;"2018-02-25 00:00:00";"2837 GARFIELD AVE S";44.951;-93.287;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3093;"Yardville";271118358181;"2018-02-25 00:00:00";"2839 GARFIELD AVE S";44.951;-93.287;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3094;"Yardville";271118355605;"2018-02-25 00:00:00";"2839 HARRIET AVE S";44.951;-93.285;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3095;"Yardville";271118348405;"2018-02-24 00:00:00";"2840 12TH AVE S";44.951;-93.258;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Midtown Phillips";"Phillips";3
3096;"Yardville";271118347573;"2018-02-24 00:00:00";"2840 32ND AVE S";44.951;-93.226;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Longfellow";"Longfellow";4
3097;"Yardville";271118348688;"2018-02-24 00:00:00";"2840 OAKLAND AVE S";44.95;-93.268;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3098;"Yardville";271118357626;"2018-02-25 00:00:00";"2841 ALDRICH AVE S";44.951;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3099;"Yardville";271118351110;"2018-02-25 00:00:00";"2841 COLUMBUS AVE S";44.95;-93.264;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3100;"Yardville";271118336853;"2018-02-24 00:00:00";"2842 DELAWARE ST SE";44.969;-93.218;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";2;"Prospect Park - East River Road";"University";4
3101;"Yardville";271118355604;"2018-02-25 00:00:00";"2843 HARRIET AVE S";44.951;-93.286;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3102;"Yardville";271118346643;"2018-02-24 00:00:00";"2846 COLUMBUS AVE S";44.951;-93.264;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3103;"Yardville";271118338667;"2018-02-25 00:00:00";"2847 GARFIELD ST NE";45.02;-93.233;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";1;"Audubon Park";"Northeast";2
3104;"Yardville";271118346642;"2018-02-24 00:00:00";"2848 COLUMBUS AVE S";44.951;-93.264;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3105;"Yardville";271118357625;"2018-02-25 00:00:00";"2849 ALDRICH AVE S";44.951;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3106;"Yardville";271118357624;"2018-02-25 00:00:00";"2851 ALDRICH AVE S";44.951;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3107;"Yardville";271118355603;"2018-02-25 00:00:00";"2851 HARRIET AVE S";44.95;-93.285;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3108;"Yardville";271118350390;"2018-02-25 00:00:00";"29 16TH AVE NE";45.004;-93.271;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";3;"Sheridan";"Northeast";2
3109;"Yardville";271118319193;"2018-02-25 00:00:00";"29 61ST ST E";44.892;-93.278;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";11;"Windom";"Southwest";5
3110;"Yardville";271118351700;"2018-02-24 00:00:00";"2900 4TH ST N";45.01;-93.285;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3111;"Yardville";271118352203;"2018-02-24 00:00:00";"2900 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3112;"Yardville";271118330006;"2018-02-24 00:00:00";"2900 QUEEN AVE N";45.01;-93.309;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Jordan";"Near North";1
3113;"Yardville";271118330069;"2018-02-24 00:00:00";"2900 RUSSELL AVE N";45.009;-93.311;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Jordan";"Near North";1
3114;"Yardville";271118358124;"2018-02-25 00:00:00";"2901 GRAND AVE S";44.95;-93.284;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3115;"Yardville";271118351805;"2018-02-25 00:00:00";"2901 OAKLAND AVE S";44.95;-93.266;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3116;"Yardville";271118346158;"2018-02-24 00:00:00";"2902 3RD AVE S";44.95;-93.272;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3117;"Yardville";271118351699;"2018-02-24 00:00:00";"2902 4TH ST N";45.01;-93.285;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Hawthorne";"Near North";1
3118;"Yardville";271118356018;"2018-02-25 00:00:00";"2903 BRYANT AVE N";45.01;-93.291;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3119;"Yardville";271118351184;"2018-02-24 00:00:00";"2904 11TH AVE S";44.95;-93.259;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Midtown Phillips";"Phillips";3
3120;"Yardville";271118348404;"2018-02-24 00:00:00";"2904 12TH AVE S";44.95;-93.258;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Midtown Phillips";"Phillips";3
3121;"Yardville";271118346159;"2018-02-24 00:00:00";"2904 3RD AVE S";44.949;-93.273;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3122;"Yardville";271118341228;"2018-02-24 00:00:00";"2904 50TH AVE N";45.046;-93.317;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Shingle Creek";"Camden";1
3123;"Yardville";271118352204;"2018-02-24 00:00:00";"2904 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3124;"Yardville";271118350989;"2018-02-25 00:00:00";"2905 35TH AVE S";44.95;-93.222;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";2;"Longfellow";"Longfellow";4
3125;"Yardville";271118324599;"2018-02-25 00:00:00";"2905 53RD ST W";44.907;-93.317;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";13;"Fulton";"Southwest";5
3126;"Yardville";271118357622;"2018-02-25 00:00:00";"2905 ALDRICH AVE S";44.95;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3127;"Yardville";271118357623;"2018-02-25 00:00:00";"2905 ALDRICH AVE S";44.95;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3128;"Yardville";271118351799;"2018-02-25 00:00:00";"2905 CLINTON AVE S";44.95;-93.271;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3129;"Yardville";271118355602;"2018-02-25 00:00:00";"2905 HARRIET AVE S";44.95;-93.286;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Whittier";"Powderhorn";3
3130;"Yardville";271118351804;"2018-02-25 00:00:00";"2905 OAKLAND AVE S";44.95;-93.266;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";6;"Phillips West";"Phillips";3
3131;"Yardville";271118346160;"2018-02-24 00:00:00";"2906 3RD AVE S";44.949;-93.273;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
3132;"Yardville";271118352739;"2018-02-24 00:00:00";"2906 KNOX AVE N";45.01;-93.302;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";5;"Jordan";"Near North";1
3133;"Yardville";271118352205;"2018-02-24 00:00:00";"2906 PILLSBURY AVE";44.951;-93.281;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";10;"Whittier";"Powderhorn";3
3134;"Yardville";271118330070;"2018-02-24 00:00:00";"2906 RUSSELL AVE N";45.01;-93.311;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";4;"Jordan";"Near North";1
3135;"Yardville";271118352537;"2018-02-25 00:00:00";"2907 12TH AVE S";44.95;-93.258;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";9;"Midtown Phillips";"Phillips";3
3136;"Yardville";271118355989;"2018-02-25 00:00:00";"2907 ALDRICH AVE N";45.01;-93.289;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Hawthorne";"Near North";1
3137;"Yardville";271118357652;"2018-02-25 00:00:00";"2907 ALDRICH AVE S";44.955;-93.29;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";10;"Lowry Hill East";"Calhoun Isle";3
3138;"Yardville";271118353380;"2018-02-25 00:00:00";"2907 GIRARD AVE N";45.01;-93.297;3;"478.1000(c)";"Snow emergency parking restrictions - odd number address";5;"Jordan";"Near North";1
3139;"Yardville";271118348403;"2018-02-24 00:00:00";"2908 12TH AVE S";44.95;-93.258;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";9;"Midtown Phillips";"Phillips";3
3140;"Yardville";271118346161;"2018-02-24 00:00:00";"2908 3RD AVE S";44.949;-93.272;2;"478.1000(b)";"Snow emergency parking restrictions - even number address";6;"Phillips West";"Phillips";3
